polymer,monomer_phi,homo_lumo_gap,chi_water,num_fluorine,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31,z_32,z_33,z_34,z_35,z_36,z_37,z_38,z_39,z_40,z_41,z_42,z_43,z_44,z_45,z_46,z_47,z_48,z_49,z_50,z_51,z_52,z_53,z_54,z_55,z_56,z_57,z_58,z_59,z_60,z_61,z_62,z_63,z_64,z_65,z_66,z_67,z_68,z_69,z_70,z_71,z_72,z_73,z_74,z_75,z_76,z_77,z_78,z_79,z_80,z_81,z_82,z_83,z_84,z_85,z_86,z_87,z_88,z_89,z_90,z_91,z_92,z_93,z_94,z_95,z_96,z_97,z_98,z_99,z_100,z_101,z_102,z_103,z_104
*OCC=C1C=CC(S(=O)(=O)C=CC=C(C=C)OC(=O)Nc2ccc(Cc3ccc(NC(*)=O)cc3)cc2)=C1,-0.262100487947464,2.03362774848938,1.0638095140457153,-0.0,-0.05250804,2.3004174,0.04083939,2.6830103,0.03505709,1.3623804,-0.037966378,0.059247397,-0.008322877,-0.117546745,-1.9835558,-0.06365751,-1.9742206,0.028091392,0.2803938,-0.0837243,0.07155269,-0.089651436,1.9518685,-0.07085567,0.08951814,-0.0024930928,0.029275628,-0.043739837,0.055136688,-0.055099417,-0.61231107,1.2085859,1.0193431,-0.024354849,-0.06693173,-0.02305967,-0.42585358,-0.07594355,-0.004568469,0.8694824,-0.09134296,-0.074853376,-2.2249615,1.5669559,0.008952102,1.1388397,-0.008086934,-0.13349879,-0.036398828,2.3557775,0.020455182,-2.9806044,0.048216958,0.7213218,1.410931,0.011750995,-1.3296967,1.4199457,0.0049955747,-0.35809752,-1.4144121,0.6193154,1.6891071,-0.05917253,0.39353824,0.056034997,-1.3903677,3.0784009,1.6348921,-0.0336163,-1.5268254,-1.4381758,0.32583144,0.019150855,1.5836284,-0.074067615,2.1490629,1.1787323,0.9233823,-0.023691488,-0.812946,-0.107083306,-2.3019743,-0.01434166,0.023813045,-1.4591054,-0.035638228,0.00530826,0.011489643,1.2700776,-0.018424213,0.45623246,3.1187668,-0.09532464,0.031335764,0.20425116,-0.060831796,-0.013839143,-0.015269781,0.037133314,0.024321163,0.06534259,0.03444217,0.005386554,0.020258492,0.48146453,0.059031308,-0.01256922
*OC1C(OC(=O)C(C(*)=O)N(Cc2ccccc2)C(=O)OCc2ccccc2)C(C(F)(F)F)C1(F)F,-0.22876539826393127,3.7027945518493652,1.3073984384536743,-5.0,-0.035474427,0.32321796,-0.083351865,-0.33991066,0.006790547,0.1041813,0.022279127,-0.0223031,0.046500318,-0.1689796,-0.81361836,-0.05394244,-0.5548109,0.043298304,0.04340251,-0.062845215,0.041985217,-0.65345657,-0.86678106,0.030022569,0.091560744,0.04770187,0.004245612,-0.068121776,-0.01506608,-0.028822584,0.25902638,-0.32298076,2.8798928,-0.023132084,-0.030730072,0.020125536,0.19740704,-0.0367732,0.02731553,1.0418918,0.029157428,-0.03930174,-0.065041795,-0.58319396,-0.028920244,0.34953102,0.008220213,-0.103498206,-0.08358844,2.292009,0.0055256975,-0.4103958,-0.025705298,0.9641521,2.086788,-0.00014196982,-0.4843549,0.23603004,-0.009333197,-1.5307696,-3.9400432,-0.11278361,-1.1170557,-0.014600373,0.022090198,0.06664404,0.002652082,-0.2638802,-0.32062033,0.011487155,-0.41862422,2.1481905,0.77002716,-0.030830678,1.3590851,-0.049791463,1.722659,0.500598,-0.14211315,0.041637346,1.4638859,-0.025501153,-0.82771355,-0.048937213,-0.028149629,-2.620081,-0.047709435,0.04086903,0.038457148,2.4172285,0.041044075,0.37755573,2.2859838,-0.1254891,-0.015190372,0.096631646,0.052955836,-0.059443925,0.003358326,0.01882883,0.08719993,0.060554996,0.06520301,-0.009581761,0.025952725,1.0338656,-0.024538672,-0.00067885505
*OCC(F)COC(=O)OC=CC=C(O)C(F)(F)C(F)C(F)C(F)(F)OC(F)C(F)(F)OC(F)(F)C(F)(F)OCC(*)=O,-0.3123680353164673,3.392270565032959,1.242702603340149,-14.0,-0.011243718,2.732287,-0.008900978,1.7572099,-0.055691708,1.5057281,-0.024563635,-0.027683938,0.102902964,-0.085711226,-0.90752816,-0.08873592,0.9316834,0.026400372,0.22754182,-0.13365519,0.11160815,-0.82057506,2.275603,-0.031067094,0.0012836588,-0.047768105,0.08483037,-0.12933233,-0.046498373,-0.05252257,0.64266205,-0.80380154,1.9855301,-0.028444167,-0.11116365,0.06210349,0.047284327,-0.022245102,0.0044196146,-1.142542,0.23678334,0.027885836,-1.5185453,-2.20589,0.03279575,2.0239744,0.08535963,-0.00597861,-0.21516345,0.9971264,0.034862187,-2.4020338,-0.027845206,-0.5481985,0.22963569,-0.031418987,-0.49995938,-1.5919791,-0.06739018,-1.0183519,-3.5708208,0.0832542,1.7742224,-0.016762892,0.5126748,0.07515658,-3.128525,3.661841,1.0228122,0.026819754,-2.0389457,0.5341764,0.26826227,0.014900369,0.9794628,-0.07452301,2.1131823,-1.050195,-0.6454431,-0.0038792577,-1.2747283,0.027779622,-1.1585218,0.040863022,-0.00035983042,-2.5270092,-0.08056982,0.07740783,0.063969634,1.5762655,0.050874468,-1.1222322,5.089689,-0.048820686,0.055257604,0.77607554,-0.041966643,-0.082698226,-0.06144245,0.053191803,0.1314242,-0.021867082,0.017962256,-0.06528134,0.062001016,-1.3249421,-0.040028315,0.009333641
*OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)NC1C=CC(C(*)=O)=Cc2cc(ccc2F)C1,-0.22887763381004333,2.6213130950927734,1.2772287130355835,-15.0,0.02769069,1.1386721,-0.031810857,0.14442275,0.01239577,0.88574386,0.04853716,0.020189462,0.07242958,0.21221271,-3.152617,-0.032623272,-1.6588206,0.037236184,-0.17975321,-0.066135556,0.14037734,1.8846487,-0.69498587,0.02045619,-0.0056305095,0.02163629,-0.035333734,-0.033739083,0.030497262,0.016669624,-0.0147847105,0.018887885,2.288512,0.008279249,-0.07052756,-0.01668436,-0.114386804,-0.023443028,0.06542401,-0.50845057,-0.024311244,-0.02206312,-1.4995655,-0.71175003,-0.053473946,0.07633009,0.078886725,-0.075155735,0.007668704,-1.2635854,0.00126814,0.4515641,0.051945012,0.06210853,0.6758739,-0.03723417,0.31639928,-1.5333183,-0.077564076,-1.404522,-1.0329994,3.0837617,-2.2656798,0.024721975,0.84657943,0.027638512,-2.5851283,1.4926391,-1.6501708,-0.03959203,0.64652854,1.063669,0.23008192,0.03900854,-1.0896372,-0.08124806,1.4482327,-1.734216,1.8897786,0.09089474,0.60377556,-0.010973899,0.15567221,0.03849727,0.0045299316,0.45705938,-0.0070932843,0.0036212874,0.038017567,-0.17419691,-0.03871747,0.52272296,5.766629,-0.049095847,-0.015641375,0.7680311,-0.009623957,-0.10863375,0.010416054,-0.022706334,0.046540983,0.03490971,0.13623457,-0.079434276,0.07239375,1.7315485,-0.08262277,-0.057744898
*OCC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=CC=C(C=C)C(C=Cc1ccccc1)C(*)=O,-0.29333409667015076,2.6748204231262207,1.3511158227920532,-11.0,-0.045729253,1.2908028,-0.057259835,1.9123394,0.02559411,2.1105196,-0.014908107,0.057669006,0.10202596,-0.34502417,-2.0329351,-0.022678843,-1.0859174,0.049580347,0.20018436,-0.11179964,0.13351002,-1.4935516,2.107428,0.01915778,0.08189031,0.07378318,0.02875498,-0.01569703,0.011531216,-0.03679357,1.237916,-0.6255438,2.4820428,-0.06320249,-0.10133823,0.03575586,-0.4452065,-0.0322833,0.06598028,-0.33667833,0.25363794,0.01520721,-1.4756184,0.06498921,-0.048945155,2.6720097,0.03712396,-0.036224183,-0.045630835,-0.4502243,0.048941858,-0.4561872,0.0035679587,-1.6578869,1.0462664,-0.0551683,-0.87844783,-0.68940085,0.047403075,-4.012974,-0.77467275,0.06986067,-0.11685234,-0.075551756,-0.8577563,0.06228029,-0.3790873,0.11841621,0.29367295,0.08037946,-1.2139833,1.5747216,1.3772573,0.042772494,0.7745943,-0.078599475,1.7381692,0.35821068,-0.04662141,-0.002455758,-0.31570604,-0.07933651,0.80420667,-0.04616972,0.035743132,-2.586088,-0.05541172,0.06368499,0.03768302,1.0031481,-0.00674426,-0.8654873,2.2958007,-0.11112162,0.021012826,0.7778329,0.017722877,-0.0905726,0.055632554,0.042241476,0.15985247,0.012685512,0.013162654,0.0024427907,0.034035206,-0.8999377,-0.0376826,-0.05107204
*OC=C1C(F)=CC(F)=C(F)C(F)=C1OC(=O)Nc1ccc(NC(*)=O)cc1,-0.20831184089183807,2.4607152938842773,0.9820345640182495,-4.0,0.068952024,1.6978284,-0.07354378,1.2885038,-0.03097263,2.5959451,0.053776003,-0.059526112,-0.0060760183,-0.29518002,-2.9593523,0.0046891123,1.0213532,-0.031572137,0.0762061,-0.013395128,0.07013815,-0.66563165,2.9876997,-0.054789864,0.023418266,0.066653505,-0.06879848,-0.113621585,0.07370832,-0.043051988,-0.05830675,-0.61159223,0.8533233,-0.04587391,-0.11971748,0.033410322,-1.0667065,-0.056431126,0.11869422,0.7197334,0.041131213,-0.021746067,1.1649657,2.16907,-0.028817788,2.8662648,-0.0017069972,-0.06955803,0.039963346,-0.17837939,-0.035047237,-0.2645792,0.053432543,-0.13011351,1.1303432,0.042355224,-2.0055707,-1.1394079,0.010316415,-2.6273088,-3.3435838,2.3506284,-1.6094663,-0.06524692,1.8768426,0.10681761,-3.4248002,-0.21001996,0.788025,-0.05301751,-2.4003236,-1.4929619,1.3036212,-0.013792929,1.0629263,-0.06264363,0.8206307,0.5336667,2.200787,-0.017637633,0.3619929,-0.005429808,-1.3650208,0.035825334,0.021163171,-2.6272721,-0.036293834,-0.005237354,0.024047274,1.7742614,0.067349695,0.3463097,3.8075495,-0.18045416,0.006851885,0.53379196,0.030099703,-0.03582556,-0.055651136,-0.003920304,0.116965294,0.017269634,0.14094277,0.008372701,0.03432364,-0.41360357,-0.037838213,0.05021848
*OCC(C)(C)CCOC(=O)NC=CC=C1C=CC(OCc2ccccc2NC(*)=O)=C1,-0.3069280982017517,2.5167160034179688,1.231401801109314,-0.0,-0.052500024,3.6368957,-0.020811915,0.67828995,-0.013987415,0.45335287,-0.028629491,-0.013514565,0.0023603824,-0.013452088,0.61772525,0.009054774,2.0131147,0.0069431784,-0.23357931,-0.117430255,0.11639359,-0.16765441,0.86447084,-0.059528403,0.063828304,-0.040271666,0.056733172,-0.11835805,0.08542747,-0.017909575,1.3113471,2.4934633,2.4776042,-0.07625668,-0.12261832,0.047072478,0.66221654,-0.08155318,0.037915923,1.9430207,-0.0061598914,0.030079149,-1.5522226,-0.56851846,-0.02746224,1.4834664,0.07744087,-0.06918691,-0.20121528,2.2104027,0.055468645,-0.91545683,0.042376425,0.70422083,-1.724557,-0.05158286,-3.4210703,0.9781606,0.039367784,-0.5510692,-1.3032343,-1.1098851,-1.752897,-0.088779405,-0.6947543,0.0020132074,-0.88948524,2.9476829,3.08332,-0.033317484,-1.0986335,1.8655111,1.3957906,-0.046914227,2.3685615,0.0066948873,1.6040846,2.1138337,0.59806895,-0.010511982,-1.387117,-0.04366242,-3.7080598,0.052270025,-0.08615361,-1.9613061,-0.017504023,0.069857895,0.017725235,-1.5207494,0.04671761,-0.71404344,4.2466536,-0.07071985,0.07306697,-0.02924239,0.010558488,-0.058486458,0.06282177,-0.045257453,0.023520991,0.013332781,0.10664651,-0.03045303,0.025015727,1.4496973,-0.054715957,-0.008898228
*OCCC(COC(=O)NC1=CC=CC(c2ccc(NC(*)=O)cc2)C=C1C)C(F)(F)C(F)(F)F,-0.2597454786300659,3.345123529434204,1.191292643547058,-5.0,-0.033110574,4.0816474,0.04014395,1.3470942,0.008628426,3.4890673,-0.017369654,-0.022748832,0.04277337,-0.013400693,-0.2414876,-0.054139134,-0.3385037,0.08000619,-0.1692175,-0.1186391,0.083295755,0.23879136,2.7284374,-0.035060376,0.066535875,0.059088394,0.018635413,-0.014538106,-0.031899083,-0.06493777,0.5544779,-0.21433568,0.3494778,-0.057455912,0.00124021,0.0027766288,0.76468706,-0.05821463,0.11790004,1.2343118,-0.13685827,-0.0025727137,0.49651024,-0.0517593,-0.039801925,-0.09159281,0.0077715954,-0.034079395,-0.14945543,1.9307754,0.021155933,-2.3551812,0.025365211,2.2255511,1.6915954,-0.070333384,1.0356191,1.3810234,0.022944335,-0.18594289,-1.902889,3.675023,-2.3430507,-0.05321796,0.67933434,-0.010700278,-0.3521131,1.7909027,1.9604902,0.0058319266,-0.4759104,1.9715738,1.342884,-0.023667643,-0.21030334,-0.0020216706,1.6370119,-1.6867403,2.1238537,0.056394033,0.78939694,0.029637715,-0.30880317,-0.006269101,-0.03458604,-1.9469514,-0.03815209,-0.021117764,0.056764428,1.0404496,-0.011498787,1.5912312,5.015655,-0.064388424,0.016848003,0.1717636,-0.06288893,-0.07714051,0.050080165,0.0511524,0.0357241,0.05310067,0.057656884,-0.03443086,0.032233175,2.4563193,-0.0537116,-0.04574968
*NC(=O)OC(=CC=CC=CNc1ccccc1C=CC=CNC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CO*)NC(=O)OC(C)(C)C,-0.2981809079647064,2.241806745529175,1.221291422843933,-10.0,-0.040859286,0.9313331,0.007961721,0.5609575,0.03308577,-0.25338086,0.061221153,-0.0039053643,0.069020264,-0.099812016,-2.425375,-0.02474945,2.1778836,0.016743416,-0.006525617,-0.12780711,0.04166721,1.9541084,0.26663733,-0.026190989,0.0406843,-0.0256891,0.06628638,-0.1154806,0.054330442,0.016493736,1.1118445,1.6012317,0.17963362,-0.015421714,-0.057580974,-0.053726036,0.47063088,-0.02624355,0.00037749816,0.13865326,-0.15638267,0.020626362,-1.0529306,-0.024375975,0.0015284019,1.8475021,0.07148216,-0.107569456,-0.22674729,-0.49462548,0.02771358,-1.8802384,-0.05092974,0.13090022,-1.3096951,-0.0023595816,-3.5539076,-1.1969829,-0.043888845,-4.1490717,-3.5693917,-0.54814774,-0.53958285,-0.043137465,-0.44852552,0.04223025,-2.440875,2.0135527,2.294392,0.0021066458,-1.9354695,-0.09631442,0.09418414,0.03688964,3.0673237,-0.059228975,0.90855914,0.44940725,-0.23610638,0.044273853,-0.89695674,-0.11861389,-1.9098976,0.065355234,0.035856146,0.60894966,-0.00062085077,-0.049999528,-0.03198141,1.757325,0.056162536,-1.1476716,5.512506,-0.0510052,0.030570563,-0.19379082,-0.03694643,0.0005685693,-0.060301177,0.008959514,0.063596815,0.052565303,0.08144534,-0.024071718,-0.015961992,0.9207826,0.048449583,-0.040349577
*OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)NC=CC=C(C=COC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(*)=O)OC(F)(F)C(F)(F)F,-0.27895262837409973,3.1804187297821045,1.2148205041885376,-21.0,0.006398159,2.4837382,0.027412247,-1.0685209,-0.031779137,-0.27305818,-0.0013795228,0.0077208257,0.099233836,-0.16552389,-3.083885,-0.010461329,0.977909,0.026286824,-0.2609983,-0.06410318,0.10434655,2.7809253,2.2602034,0.060161054,0.015414402,0.0030538642,-0.06551114,-0.12032727,0.0859091,-0.06602937,-1.1157527,2.4241397,3.1363637,0.0065862513,-0.03025454,-0.0017323047,-0.04496602,0.03020121,-0.027340941,0.066092506,0.15016441,-0.09442153,-0.7806357,0.73427093,0.039436303,2.234565,-0.041600987,-0.054805145,0.0036173905,2.325,0.018118337,-3.001239,0.02809323,-0.7413739,1.6352252,-0.03481802,-2.3138556,1.3422213,0.03371876,-1.0278361,-2.88135,0.57499707,-0.29716322,-0.0028560145,1.0726527,0.0821354,-2.340972,1.6099387,1.4143945,-0.048064437,-0.88682395,-1.4513859,0.96353513,0.07396585,-0.89904875,-0.06969129,0.47474626,-0.722289,0.5857559,-0.03282547,0.4904752,-0.11884519,-1.5323545,-0.028380426,-0.0039542667,0.54517263,-0.09798959,0.06650612,0.023678247,1.2065271,0.100828126,-0.3969701,4.46135,-0.094803415,-0.013789437,0.0545281,-0.06833309,-0.08204278,0.06179329,-0.042336114,0.081476904,0.028819848,0.09351474,0.0077355015,0.026352497,2.6907384,-0.04105817,-0.054661483
