polymer,monomer_phi,homo_lumo_gap,chi_water,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31,z_32,z_33,z_34,z_35,z_36,z_37,z_38,z_39,z_40,z_41,z_42,z_43,z_44,z_45,z_46,z_47,z_48,z_49,z_50,z_51,z_52,z_53,z_54,z_55,z_56,z_57,z_58,z_59,z_60,z_61,z_62,z_63,z_64,z_65,z_66,z_67,z_68,z_69,z_70,z_71,z_72,z_73,z_74,z_75,z_76,z_77,z_78,z_79,z_80,z_81,z_82,z_83,z_84,z_85,z_86,z_87,z_88,z_89,z_90,z_91,z_92,z_93,z_94,z_95,z_96,z_97,z_98,z_99,z_100,z_101,z_102,z_103,z_104
*OCCN(CCOC(=O)C(Cc1ccsc1)C(*)=O)C(=O)c1ccnc2ccccc12,-0.2689888,2.8598943,1.1322523,-0.04399562,-2.499819,0.027361,1.2058389,0.027247343,0.47470364,-0.0018715939,0.051157348,0.123227544,0.011313992,0.56428933,0.0005796087,-1.677101,0.05916907,0.084838025,-0.053448457,0.106589064,-0.34554502,1.2769195,0.07281175,0.045430742,0.0095363315,-0.024111288,-0.036447167,0.032097735,-0.046413116,-0.81701857,1.5299195,0.7942768,0.03863542,-0.0057325005,0.074929975,0.66930246,0.047764316,0.07784381,0.10064887,0.10860072,-0.035690684,-0.37070376,-2.2215972,-0.024459481,0.1669458,0.080391295,0.018030273,-0.078849874,0.9609242,-0.035506025,2.8613355,0.030408505,0.15490492,0.3033838,0.003777991,3.9037733,-0.8209619,0.020137042,0.64814603,-0.9239224,3.4345338,-1.9892341,0.011887061,-1.4371812,0.05785038,-0.044240825,2.5134633,0.10825972,0.006450987,0.102402814,-0.10389232,-0.03423765,0.04467172,1.8937773,-0.055597723,1.6030929,-0.76415783,0.026932681,0.060065284,-0.41069773,-0.08513784,-1.0114765,0.03441077,-0.00089928356,2.6062934,0.042687155,0.0068920203,0.09788816,0.27613658,0.002872734,-1.1602575,0.12464517,-0.10261507,0.009840579,-0.1792157,0.04075262,0.033397716,0.038495515,0.013325188,0.07905377,0.08704732,0.058194194,0.006639598,0.030613367,1.9598879,-0.029708648,-0.008864088
*OCCN(CCOC(=O)C(CCCc1ccccn1)C(*)=O)c1ccccn1,-0.32856938,2.8358302,1.2993094,-0.030317398,-3.0436556,0.012558461,-0.48202214,0.038009487,-0.76097965,0.052508622,0.0082801245,0.098605625,-0.19030777,2.4646783,-0.027508633,-3.2600884,0.0029566977,-0.02489324,0.019790294,0.08842899,-1.4449707,1.7162929,0.052009165,0.052446008,0.07000365,0.0107277,-0.09085245,0.017702382,-0.037698817,1.3803067,0.85527104,-0.56732494,0.052111715,0.0082331775,0.06916199,0.5152585,-0.019683884,0.05739735,0.1443398,0.025698546,-0.019216102,-0.21223046,-2.62846,0.0030040175,-1.5479664,0.048516028,0.018222492,-0.11526098,-0.088223666,-0.012059686,3.1442144,-0.0057350392,-1.3993367,-1.0373104,0.0052805864,1.8453372,-0.2112271,0.01638363,-0.9562148,0.12178781,2.3650694,-2.8466642,-0.03451557,-0.23724489,0.0773134,0.5242246,1.2952645,0.7582411,0.03501065,0.01634298,-1.3491286,0.8575733,0.037874743,2.6820052,-0.06776993,1.8608433,1.1235878,0.70592934,0.00942045,-0.04048372,-0.07464877,-0.17405489,-0.0050143115,0.026806446,1.2268722,-0.010134767,0.0308271,0.06392795,1.9311379,0.024004301,-3.30933,-0.29541403,-0.10402672,0.041275766,-0.29383117,-0.007675527,-0.014339846,0.09067924,0.024194617,0.071999155,0.08265934,0.08697956,-0.017838769,0.04876176,3.1093912,0.012485304,0.048304953
*OCCNC(C#N)CCOC(=O)C(CCCc1ccccc1)C(*)=O,-0.39759073,3.2718892,1.1548148,-0.03851665,-2.814299,-0.022171604,1.3905772,-0.007647016,-0.9676635,0.07871346,0.054673683,0.09072091,-0.26105735,1.9437048,0.025157651,-1.361328,0.024618927,-0.08399133,0.006884805,0.123778485,-0.27317593,1.8209713,0.06735934,0.06294936,0.014898542,0.047028672,-0.12250443,0.0040739025,-0.078524135,1.4537957,1.501603,-0.7918081,0.042741794,0.013158159,0.04562746,0.73727816,0.041570358,0.11523576,0.9835366,0.09874453,-0.013283204,-1.4054217,-4.3024487,-0.0050223535,-1.2362671,0.022103066,0.018848218,-0.037146475,-0.5903244,-0.053562682,2.893784,0.0115172835,-0.9151889,-1.1835402,-0.026856247,3.409007,-1.1802852,-0.03319358,-0.9453882,-0.7110159,1.478448,-2.3028123,-0.05252016,-1.0078236,0.0035998956,-1.4719963,1.7559458,2.5568552,0.018881688,1.124552,-1.8572841,0.52167743,0.050302584,1.5935519,-0.007475181,1.1711445,0.78115153,1.1003535,0.015166107,-0.4877849,-0.058941063,0.44438177,0.019492462,0.054971617,0.640875,0.041903187,0.049395304,0.07605935,-0.12575111,0.050838314,-1.7069098,2.0520952,-0.09211633,0.013187564,-0.08723175,0.04303513,-0.021953918,0.067276396,0.07058555,0.10788791,0.095571645,0.047258813,-0.010888362,0.0596226,1.9202576,0.015037339,0.0014694151
*OCCNC1=CC(SCCOC(=O)C(CCCC=CSc2ccccn2)C(*)=O)N1,-0.40033934,2.2170072,1.1947949,-0.044466335,-2.8414593,0.01930819,0.40023762,0.039579533,-1.4239161,0.046005454,0.021206528,0.09261159,0.04192392,2.5410132,-0.0050691464,-2.2411804,0.055327557,0.11016647,-0.011294429,0.06734033,-1.148394,0.6414877,0.048881344,0.0801414,0.07742631,0.0094047375,-0.10379571,-0.043640483,-0.014014824,0.0381054,0.54999304,-1.0469822,0.029205972,0.000651711,0.032685652,-0.56883454,0.035909597,0.069947846,0.46702656,0.052608054,0.0016613138,-0.011292031,-2.9996314,0.0060822526,-1.9186801,0.043222442,-0.033173133,-0.016252048,-0.51509625,-0.048526924,2.4243965,0.049052794,0.013503349,-1.2684728,0.042208806,4.0688415,0.14123352,0.019055722,-1.0384377,0.3347968,2.680214,-3.1949332,-0.02723385,-0.52665645,0.01236151,-1.7026699,2.6199958,1.050041,0.022588614,-0.39209947,-1.98976,0.15385163,0.07087317,0.7376557,-0.04427297,2.1845438,-0.5156993,-0.88761187,0.07305664,-0.72604287,-0.0031453418,-1.4893506,0.011437954,0.0017728213,1.3855504,-0.03467433,0.031622373,0.072504684,-0.1777866,0.07534353,-3.4793413,2.142093,-0.12980855,0.04457791,0.020972218,-0.019344313,-0.019371541,0.060265634,0.010690944,0.089345336,0.062646024,0.08068917,-0.005633459,0.048781592,2.8871775,0.022498919,0.008571915
*OCC(C)(COC(=O)C(CCc1ccsc1)C(*)=O)c1ccccc1C,-0.2841194,3.6214263,1.3599719,0.0015442972,-3.5227575,-0.0041192044,0.630116,0.017952994,-0.16608326,0.007081445,0.027618377,0.11759305,-0.005942789,2.6601796,-0.03033776,-1.5798682,-0.0045586997,-0.107030846,-0.020424213,0.09455113,-0.25317705,1.2013137,0.060771022,0.09335928,0.058116987,-0.011992667,-0.049209002,0.007920159,-0.04329071,0.7996406,0.7758435,-1.2455826,0.047435638,-0.029347122,0.0036488126,0.73922855,0.019766577,0.1220706,0.8810671,0.055801462,0.03900367,0.019182742,-2.8009088,-0.036663752,-0.6936665,0.018580148,-0.049671408,-0.08722141,0.7718489,-0.0182518,2.3958068,0.021152325,-1.702705,-0.8487825,0.021800574,3.4185789,-0.26491216,-0.013901143,-0.5644423,-0.853103,3.0642793,-1.9380351,0.028195774,-1.8082676,0.018342597,-0.49745908,1.0671566,0.66069484,0.021661352,1.1763109,0.15827043,0.036556676,0.066595934,2.413105,-0.04872971,0.8421021,1.2354385,-0.13368905,0.015840765,1.4419875,-0.01526813,-0.8397098,0.028454145,0.02123086,2.8331609,0.02906994,0.026248012,0.058770932,1.677776,0.08016788,-2.7310996,1.6943146,-0.14059928,0.03187404,-0.027991073,-0.0013726065,0.035321146,0.055742342,0.021730177,0.06957355,0.10940978,0.1253121,-0.052947473,0.06440953,3.9394786,0.03421095,-0.0007834747
*OCC(C)(C=Cc1ccccn1)COC(=O)C(CCc1ccccn1)C(*)=O,-0.28486827,3.1857407,1.2636974,0.021811163,-3.4463477,-0.045391113,0.82630163,0.028527953,-1.7131212,0.015175414,0.00803969,0.057537556,-0.10453931,2.4822369,-0.029584825,-2.729983,0.07301043,-0.07954399,-0.0045366683,0.06059194,-2.480678,1.4018185,0.07057911,0.050488316,0.019646307,0.015023867,-0.07888054,0.026216557,-0.031136928,1.1433077,1.3503402,0.89379233,0.0078861425,-0.048313282,0.019958809,0.8321602,0.038509063,0.09102309,0.629763,-0.07539527,-0.002586867,-0.31441543,-4.491823,-0.024653235,-0.6064542,0.053433035,-0.030436894,-0.020499784,-0.676906,0.015989002,3.4868295,0.009940376,-0.11825327,-0.23229365,-0.022882653,1.5028625,-1.420108,0.0029556027,-0.95679426,0.056765936,0.85339797,-3.5344658,0.0077978554,-1.3602957,0.041749902,-1.7017552,2.1721268,2.2049432,0.044183534,0.3878704,-0.87526584,-0.033738215,0.019270983,2.354132,-0.0031442223,1.3674794,-1.0817811,0.5365943,0.06220478,0.47984338,-0.0073439665,0.2603107,0.0290644,0.054544248,1.4202412,0.033876527,0.013381082,0.10886982,1.581775,0.07744764,-1.8271056,1.9833332,-0.14189942,0.009688019,-0.003212001,-0.030067042,0.034797855,0.06570025,0.07339376,0.037450153,0.12266903,0.055669386,0.015588252,-0.004650389,4.048514,-0.0388448,0.051817384
*OCCN(CCOC(=O)C(CCCc1ccsc1)C(*)=O)c1cccc(SC)c1,-0.36015698,2.7243562,1.3034911,0.006371303,-2.807567,-0.020389482,0.9113579,-0.02586529,-0.84929466,0.07243905,-0.020253643,0.08296966,0.09082767,1.4801472,-0.02310721,-2.1381023,0.040922802,-0.005724215,-0.059144408,0.08179927,-2.2282095,0.66120666,0.019912941,0.061994407,0.07964407,-0.013495552,-0.06565612,-0.010246438,-0.066870116,0.4025854,0.67431086,-1.2065898,0.029371101,-0.028566541,0.04511226,-0.3336241,0.024544783,0.07741892,0.774987,0.13201568,0.025872054,-1.3986179,-3.8674672,-0.06060446,0.2456586,0.011842113,-0.0033589262,-0.008146241,-0.084399216,-0.052171223,2.9927387,0.045301575,-1.6800612,0.42372078,0.048130974,2.031794,-1.3145736,-0.031510867,0.35150054,1.1081071,2.9413102,-1.8180768,-0.0014529541,-1.6666547,0.07476409,-1.2596967,1.7595507,1.3327928,0.014193988,0.5900086,-1.7481037,0.8427945,0.039194044,1.5617816,-0.05212616,1.3573358,0.5640665,-0.8879105,0.00861534,0.42264992,-0.047722206,-1.306071,-0.0014436397,0.024826344,2.7056322,-0.0037061186,0.07288935,0.09233777,-0.09720906,0.008435103,-1.771515,-0.5309108,-0.12642321,0.004735262,-0.12939212,0.02221377,0.03344421,0.020911066,0.016004812,0.091056615,0.08049916,0.10064534,-0.050733875,0.030491034,3.3736007,0.0051683723,0.0011300893
*OCCSC1(SCCOC(=O)C2C=CC=CC=Cc3cc(c(CCC(*)=O)s3)CCC2)C=CC1,-0.33951038,2.7950215,1.2936963,-0.039968457,-3.6728678,0.0030502845,1.6924126,0.03482392,-0.9838391,0.009390782,-0.0041471007,0.058356244,-0.034335848,2.1519191,-0.020395003,-1.5666434,0.03805593,0.0060847914,0.0064087408,0.09486017,-2.366387,0.0011882802,0.07237789,0.08430851,0.080439806,0.029326545,-0.07175427,0.02931452,-0.044920847,1.4668026,0.6919932,0.56728464,-0.006392296,-0.013336369,0.056163825,-0.88813615,-0.019264957,0.076970674,0.04493202,0.00070090586,0.008640876,-0.40842742,-4.1172824,0.0031165208,-1.7739285,0.0063613895,-0.025379011,-0.09002311,-0.012364772,0.016788006,2.8866873,0.008286482,0.34935465,0.5632213,0.03669652,2.1337135,-0.8364561,-0.03498034,-0.2634299,0.21677457,3.3689396,-2.9535723,-0.03998554,-0.014642144,0.03724392,-1.5758374,2.2848687,0.50038564,0.029579287,-0.3412289,-1.425809,0.24290714,0.049233455,1.4617329,-0.01385112,1.1324155,-0.42340264,-0.3195215,0.019798141,0.25554848,-0.07283099,-0.48592204,0.03240526,0.038059976,2.5668402,0.030602248,0.02926044,0.042684153,0.4366941,0.02315876,-3.557638,0.60763097,-0.15383054,0.066021614,-0.5961343,0.040290143,-0.004242377,0.06725029,0.07703809,0.06351311,0.091648564,0.07106776,-0.056099802,0.00039118037,2.2690508,0.04327523,0.0032521337
*OCCN(CCOC(=O)C(CCCCCCCCCC)C(*)=O)c1ccccn1,-0.47286478,2.88665,1.5219502,-0.009945558,-3.832685,0.03271547,2.117909,0.04870407,-0.20030127,0.0075041996,-0.010768991,0.08218394,-0.011640843,1.5738688,0.041916534,-1.6633291,0.015425752,0.1408148,-0.051010363,0.06985697,0.2416104,1.6048392,0.07200402,0.11496652,0.014698815,-0.018527294,-0.061272956,0.020235812,-0.03442863,1.1874382,0.7940176,0.6894882,0.016594086,-0.028561642,0.047856253,-0.14069858,-0.01743092,0.11959025,-1.0483723,0.0257477,-0.026976895,-1.3268102,-2.3912098,-0.02488488,-1.9083339,0.05697599,-0.018847337,-0.029038252,1.6114254,-0.019472796,3.4647183,0.053998914,0.67481726,0.472907,0.011450888,1.9009054,-0.46910843,-0.019042237,-0.37520063,-0.46237275,2.2723665,-2.7625515,0.021404104,-1.1883551,0.068128206,-0.58367765,2.5191662,1.4128187,0.055585917,-0.02306428,-1.8764647,0.6615756,0.05996467,1.9378521,-0.005903578,0.80514556,-0.053401362,-1.427787,0.041130528,0.33990255,-0.05730758,-1.5777763,-0.0044224393,0.066606656,2.0876071,0.024838092,0.038213298,0.06585638,-0.28614244,0.032997213,-2.9505553,0.76585126,-0.15527433,0.041530132,-0.4506488,0.004086654,0.033389464,0.014671466,0.038254872,0.04498453,0.13474593,0.058320332,-0.049604494,0.050028566,3.1603587,0.052990347,0.015783483
*OCCSC(C)(SCCOC(=O)C(CCCc1ccccc1)C(*)=O)c1ccccn1,-0.35979116,3.05303,1.3110213,-0.029899787,-1.3918338,-0.05282904,1.3723707,0.005849319,-1.5509135,0.07529615,0.04707157,0.06948716,0.0072041075,0.8401497,-0.008832635,-2.9876895,0.02526502,-0.07518766,-0.044664927,0.107312344,-2.466322,0.9590549,0.026258836,0.03414419,0.05782885,0.009286479,-0.08853716,-0.009916911,-0.05977609,-0.11538269,0.05862833,0.44906005,0.029423105,-0.0038006732,0.064613,0.31757605,0.02763496,0.096735254,1.0029424,-0.068371564,0.0123372385,0.24571313,-3.304315,0.01603688,0.09463487,0.0045428793,-0.027347062,-0.1126186,0.84943426,-0.0566562,1.1555192,0.05936996,-1.9188718,-0.56399775,-0.0060775066,3.773244,-0.9886043,0.012609551,-1.1533254,-0.31085122,2.4414294,-2.1040893,-0.026621565,-1.7366004,0.078809544,0.5097169,2.2905002,2.404399,0.06931038,0.9598589,-2.2322114,0.573838,0.038394336,0.8603175,-0.03503458,1.1983354,-0.49154836,0.37787524,0.00878385,0.19713211,-0.06784436,0.8378526,0.043595023,0.06491129,0.8999435,-0.0062111444,0.034739155,0.09009657,-0.16743527,0.07532166,-3.5502002,0.101776294,-0.12015688,0.064973444,-0.14722157,-0.0045836573,-0.02260906,0.054524954,0.0313439,0.09836011,0.061619297,0.05246922,-0.013316077,0.0412906,3.916522,0.042056482,0.042963937
