polymer,monomer_phi,homo_lumo_gap,chi_water,num_fluorine,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31,z_32,z_33,z_34,z_35,z_36,z_37,z_38,z_39,z_40,z_41,z_42,z_43,z_44,z_45,z_46,z_47,z_48,z_49,z_50,z_51,z_52,z_53,z_54,z_55,z_56,z_57,z_58,z_59,z_60,z_61,z_62,z_63,z_64,z_65,z_66,z_67,z_68,z_69,z_70,z_71,z_72,z_73,z_74,z_75,z_76,z_77,z_78,z_79,z_80,z_81,z_82,z_83,z_84,z_85,z_86,z_87,z_88,z_89,z_90,z_91,z_92,z_93,z_94,z_95,z_96,z_97,z_98,z_99,z_100,z_101,z_102,z_103,z_104
*OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=CC(=CCC(=O)c1ccccc1)C(*)=O,-0.262376606464386,2.3924288749694824,1.3357776403427124,-12.0,-0.08539313,1.1383591,-0.0367163,0.18517429,-0.05411839,1.2605467,-0.04858322,0.027962957,0.0800894,-0.190833,-3.1383538,-0.051890995,-0.2806757,0.0688474,-0.13520348,-0.110709324,0.0312218,0.8012096,0.46160755,-0.029092995,0.054499537,0.0009422011,0.012491486,-0.061296523,-0.05465596,-0.042466644,-0.1738535,1.5700237,2.695848,-0.0108698355,-0.04163694,-0.0030050117,-1.755666,-0.06038529,0.071994424,0.94260806,0.11673754,-0.060846947,0.85411966,0.8016689,-0.059751038,-0.34955975,0.013566351,-0.059534993,-0.13184915,1.5579535,-0.05114133,-2.479396,-0.011670752,-2.3353863,0.052697428,-0.03927705,1.1319505,2.2491045,0.014908179,-2.7528305,-2.9017706,-1.1603411,-3.6255748,-0.076718785,-0.76865125,-0.012743181,-4.618137,0.7294239,-0.6488778,0.0073745064,-1.1670938,-1.2775513,-0.09519633,0.0002192725,-0.26695442,-0.06549144,1.8074601,-2.0999231,-1.1847241,-0.009810976,2.0650866,-0.03736462,0.9015815,-0.005809283,-0.048217744,-2.195036,-0.08195106,-0.028481547,0.03683766,-1.4558399,0.03162188,-1.411454,-1.3812228,-0.14228553,0.0007669564,-0.11460425,-0.0510438,-0.06496228,-0.04851739,-0.052600592,0.001447236,0.01872775,0.09479685,-0.114972904,-0.0049047954,-1.3946488,-0.015090216,-0.07862039
*OCC1CC(COC(=O)C2C=CC(Cc3ccc(C(*)=O)cc3)C=C2)C1C(F)(F)F,-0.2326873540878296,3.152465581893921,1.3637852668762207,-3.0,-0.004191975,-1.8842217,-0.06735314,2.6720757,-0.07255423,0.7673634,0.049191825,-0.036444146,0.011204984,-0.00015805571,-1.1213738,-0.0008491988,-0.87144345,-0.023757929,-0.101679884,-0.045461297,0.07959452,1.6462181,1.9235138,-0.024405083,-0.026044516,-0.030749636,-0.04525957,-0.11890286,0.015733222,-0.07211407,-2.6583343,0.17306924,1.2164363,-0.019286187,-0.06776219,-0.031001141,-0.5037455,0.012135536,-0.024468806,1.5955727,0.2245867,-0.031655658,-1.1381963,2.161111,0.011655086,0.30831218,-0.012668174,-0.10325608,-0.079399444,1.2588162,-0.045354377,0.71823823,-0.0781668,-2.1881678,0.4800581,-0.06509513,0.47146496,2.4532003,0.0065345266,-2.66829,-1.6342317,-0.66166073,-2.5263147,-0.08502605,-1.0726719,-0.033212204,-3.314287,0.68905556,0.21591486,-0.020994045,-0.28404528,1.8105834,-0.27753234,-0.06540741,1.6601913,-0.092408456,0.8789731,-0.50992405,1.6090341,-0.01824338,2.3040578,-0.09109629,0.18023625,0.011008479,0.0044320733,-2.7846358,-0.09897406,0.016891334,0.01571028,-0.16072638,0.08582129,0.30364013,-0.61861795,-0.16468337,-0.0102993995,-0.2466855,-0.032803178,-0.084762014,-0.020192137,0.006137524,0.11531259,0.04478956,0.0719545,-0.056477606,0.03427955,-2.1291974,-0.111928225,-0.07482481
*OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)c1cccc(C(*)=O)c1C(C)C,-0.24241626262664795,3.0772812366485596,1.407654881477356,-10.0,-0.060750853,0.48978513,-0.10195093,0.74818724,-0.013209968,-1.7279271,-0.050585266,-0.067182764,0.03437838,-0.23080374,-0.4491974,0.004795276,-1.2654757,0.06837312,-0.16542818,-0.13542861,0.022904664,-1.3024943,0.8003941,-0.02824214,-0.01543792,-0.08098906,0.012432196,-0.13519973,-0.039064612,-0.08897425,-1.7755139,0.466247,1.2210519,-0.00069468707,-0.090673804,0.029446397,-1.6372063,-0.051135153,0.0651986,0.7256949,0.060153797,-0.044586945,-1.2788303,0.1728147,-0.03627194,2.1582503,0.03516932,-0.046757042,-0.006958046,0.79432744,-0.080931194,0.780363,-0.006721979,-2.2308757,-1.8066962,-0.015669663,1.7126673,0.95259404,-0.046377864,-2.3082266,-3.4998484,1.0050199,-1.1414646,-0.011245053,-1.0779258,-0.060092863,-2.245592,0.51823777,0.07505268,-0.07232022,-0.65153307,1.336012,-0.5989048,-0.033345774,-0.43287995,-0.0721263,0.37124845,-1.4902887,-0.93543774,-0.017193329,1.7981783,-0.07039412,1.6990519,-0.017471628,-0.06396046,0.07094358,-0.0569374,-0.05520846,-0.0024242236,0.89169186,0.018786939,0.037437607,-1.2811322,-0.17433065,0.0026617304,-0.16084751,0.017002437,-0.07731324,-0.066312626,0.017001564,0.06507904,-0.0016747308,0.059910867,-0.12141007,0.06535565,0.7052814,-0.08534667,-0.051754978
*OCc1cc(OC(=O)C=C2C=CC(B(O)OB(O)c3ccc(C(*)=O)cc3)=C2)c(C(F)(F)F)c(C(F)(F)F)c1,-0.2308737337589264,2.4198696613311768,0.9989427328109741,-6.0,-0.018561175,1.4037809,-0.084695294,1.6140199,-0.017586417,-0.03192725,-0.014417219,0.039060213,0.011936154,-0.16385096,-2.0831268,-0.07766321,-0.7093724,0.02343288,-0.099310204,-0.13175462,0.05190437,-1.5049314,0.8253575,0.002841775,0.07490197,-0.04512671,-0.06021034,-0.12020025,0.015501376,-0.051159307,-2.9674509,-0.717839,0.60140496,-0.080122665,-0.033622585,-0.02938952,-1.2214754,-0.025873752,0.08722231,0.24680653,0.0035635696,-0.03146817,-0.49456558,1.1242545,-0.08577294,0.15643868,-0.04199257,-0.13023898,0.09388243,1.6769685,-0.041173805,-0.13373251,-0.06539862,-2.177129,0.8845709,-0.07053763,-1.0604053,-0.08293531,-0.06700879,-4.0764055,-0.97916,-0.3613814,-2.4322345,-0.0019123835,0.39350116,-0.048010394,-1.602444,2.2743464,-0.7099676,-0.012448059,1.1518226,0.09971846,-0.035248484,0.01926913,-0.27518004,-0.025377002,1.5360792,-1.2615926,1.2345932,0.029470978,1.1723056,-0.1353944,0.28006905,-0.057078898,-0.048241537,-1.9305799,-0.10710397,-0.032306384,0.06831981,-0.72558886,0.061328366,1.3198594,-1.0064459,-0.14296205,-0.034571774,-0.01237042,-0.0030066492,-0.02364027,-0.052109256,0.0017157259,0.069885015,0.027666882,0.09146989,-0.10952477,0.07195345,-1.9777175,-0.07536278,-0.08077924
*OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)c1ccc(C(*)=O)c(F)c1F,-0.24266663193702698,2.865046501159668,1.3608694076538086,-12.0,-0.04572771,0.8495015,-0.085158594,0.8808718,-0.022963464,0.7471334,-0.03247154,-0.08568179,0.023135427,-0.027619418,-1.3516978,-0.03850202,1.8595086,0.06072681,-0.0014419912,-0.048228715,0.1051357,-1.4398408,-0.39209852,0.036972463,0.027285663,-0.031184709,0.0061493427,-0.13595569,-0.08262805,-0.052154038,-2.4168408,0.8309283,2.0029967,-0.0473243,-0.109043814,0.023158394,-2.383196,-0.06397557,0.023296472,-0.7396685,-0.0836461,-0.045852,-0.44890144,-1.4645108,-0.05113415,0.90335405,-0.021134559,-0.04039426,0.08217318,-1.0870478,-0.03746583,-0.581455,-0.045582995,-1.0399638,-0.69558734,-0.031885747,0.13341552,2.4666002,-0.0024136319,-3.5515428,-2.7416317,-1.8269122,-1.2773983,-0.10148151,-0.97302383,-0.02107693,-3.9964693,2.3816652,-0.7811631,-0.07715484,-1.6908578,-0.12143941,0.34747487,-0.052314006,0.104554534,-0.047254305,0.38744906,-1.4073069,1.1944765,0.037893493,-0.10588791,-0.023178322,0.9320578,0.011242188,-0.030946625,-1.4575639,-0.06755665,-0.06598467,0.0022762364,-1.6309924,0.010347488,-1.9364969,-1.5097722,-0.15543823,-0.02285344,0.1167706,-0.04245433,-0.08957816,0.03058237,-0.05501296,0.024427544,0.03453932,0.06689609,-0.012351846,0.035108455,0.4896821,-0.022325182,-0.05722582
*OCC=C(F)C(F)=C(COC(=O)C=CC=C(CC(*)=O)C(=O)OCC(F)(F)F)C(F)=CF,-0.35399341583251953,2.955831527709961,1.2624719142913818,-7.0,-0.005203242,-0.33727852,-0.07503518,-0.28753662,-0.014841941,-1.055893,0.019644713,0.03194053,0.016979024,0.045836907,-1.2936887,-0.0291795,-0.563698,0.023572812,-0.080801256,-0.08792753,0.047360808,0.09367739,1.4929215,-0.021888224,-0.030367471,-0.024960646,-0.020935059,-0.08426485,0.0062306942,-0.035657875,-2.0372934,0.9082916,1.4937124,-0.03556173,-0.045944028,7.818266e-05,-2.5767393,0.021180555,-0.020457178,1.1450994,0.25175345,-0.024661314,-2.1622183,1.1963102,-0.0048851343,1.6622244,0.04462152,-0.08151707,-0.10993113,0.2766223,-0.017340051,0.59181184,-0.0698954,-2.520289,0.61169326,-0.024835467,2.4235516,0.041715637,0.0020989422,-3.6254404,-2.4761708,1.830571,-1.638373,-0.010075878,0.09991666,-0.07724918,-1.4783596,1.2364211,0.3951126,-0.06706969,0.7124671,1.2467742,-0.3445543,0.022728266,-0.15146169,-0.05453068,1.6971991,-0.2873327,0.5305766,0.021538636,0.41705084,-0.015639404,0.50183696,0.026557159,-0.0746323,-0.56614953,-0.06248273,-0.03143731,0.07369067,-1.5091275,0.041466717,-0.91464597,1.2349671,-0.17493986,-0.029512968,-0.5785557,-0.02860872,-0.012592451,-0.05761605,-0.041022982,0.05769275,0.03706392,0.106202886,-0.033216894,0.050438434,-0.20350759,-0.091012955,-0.0029681197
*OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C1=CC=CC(C(*)=O)=CCC1,-0.2589907944202423,2.4468202590942383,1.3757508993148804,-12.0,-0.054823913,-1.2213799,-0.036636513,2.8174634,-0.1044713,0.70537454,-0.02396594,-0.015457097,0.06417508,-0.12364652,-0.34070352,-0.020377545,0.3818161,-0.030220466,0.07173648,-0.11648497,0.08934119,-0.28098157,1.4238334,-0.06315883,-0.032293707,-0.044150256,0.045801904,-0.16022842,-0.059783068,-0.089941084,-2.1954827,-0.5823412,2.3435442,-0.008551694,-0.048632696,-0.01102439,-1.8005527,0.023256069,-0.0017842067,-0.24164644,0.13304316,-0.045616556,0.9383922,-1.7420722,-0.054140788,1.295022,0.019446237,-0.036640618,0.048536796,1.7437351,-0.0532708,-1.1339461,-0.0004152681,-2.0031292,0.65384686,-0.0056459187,1.847186,1.8629234,-0.0035436035,-2.6489542,-1.4502143,0.44515574,-0.91856664,-0.03578985,-0.84633565,-0.020947013,-3.067885,1.2781341,0.7532648,-0.06823278,-0.102988064,0.8067509,0.1489337,0.03265536,0.34883723,-0.030139063,0.5701472,-0.47371194,1.8004365,0.038267963,1.3207991,-0.055388667,0.21028551,-0.035657678,-0.04294961,-2.6175625,-0.14278728,-0.063107595,0.08281151,-0.22620943,-0.0069952384,-0.8630407,1.0527384,-0.1000054,-0.02084725,0.045977194,0.0284707,-0.016056137,-0.029830975,-0.061482884,0.04957361,-0.018233102,0.13528243,-0.05097141,0.05712907,0.606092,-0.047963995,-0.07425271
*OCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)COC(=O)c1ccc(C(*)=O)cc1,-0.24594558775424957,2.870434522628784,1.34490966796875,-10.0,-0.021173531,1.141202,-0.052458946,1.2557408,-0.11801424,0.8173504,0.0132671185,0.0027236007,0.07391048,-0.04421121,-0.056778196,-0.04197323,-0.20098342,-0.008363643,-0.17884408,-0.14246772,0.096597485,-0.8028318,2.9530773,-0.055235695,-0.030048389,-0.052060254,-0.00277489,-0.15225516,-0.07836459,-0.07065439,-1.044943,1.5244557,3.20582,-0.053443335,-0.05851481,-0.043588683,-2.1608071,-0.0076932246,0.041869175,0.49200487,0.08154439,-0.023941435,-0.34206235,2.1286957,-0.06958396,-0.26393178,0.025865713,-0.11270397,0.07788587,0.83528036,-0.006956705,0.08795505,-0.042566784,-0.39043996,-0.038672596,0.010374345,2.0125248,2.4544005,0.011034812,-3.708216,-0.8765419,0.50696826,-4.0252457,-0.06775051,0.9522116,-0.09475858,-4.4263883,1.375031,1.5076315,-0.06289392,-1.2080854,-0.4688081,-0.087613806,-0.017191095,0.48801658,-0.090545304,0.71197987,-2.213965,-0.35284618,-0.003218889,0.15809916,-0.085057706,1.1500126,-0.024966214,0.005341288,0.12932992,-0.063935645,0.0020855563,0.078837566,-0.40798125,0.04781185,0.04771972,1.0346602,-0.1605492,-0.056491267,0.14835738,0.006829796,-0.029257985,-0.022032782,-0.017911319,0.0632897,0.03643912,0.052381802,-0.05062785,0.06334364,-0.058588732,-0.038518358,-0.08859557
*OCC1CCC(COC(=O)C=CC=C(C=C)C(=O)c2ccc(C(*)=O)cc2)C1(F)F,-0.26080960035324097,2.416663885116577,1.2945454120635986,-2.0,-0.051571634,0.8683848,-0.044337507,1.0230484,-0.08110177,0.15972427,-0.049232345,-0.03684188,0.050416145,0.017994089,-2.642275,-0.0275887,1.0386524,-0.027785625,-0.35400778,-0.0723672,0.082755744,1.2583735,1.6037631,-0.059640553,0.037586626,4.376055e-05,0.045148797,-0.09127866,-0.009034568,-0.083459534,-2.5374699,0.08533016,1.4893477,-0.042972013,-0.13524865,0.04628445,-0.1098698,-0.03502131,0.00819388,0.9659459,0.026624441,-0.028204674,-2.0336285,0.7761104,0.0022711789,-1.3742219,-0.009832204,-0.10813444,0.05756513,-1.1169101,-0.07133374,0.49136442,-0.017401874,-1.607166,-1.1966132,-0.060911126,0.5675782,1.843307,0.013451724,-3.1750205,-0.95966154,-1.7327927,-2.9188583,-0.06035867,-1.1350284,-0.061211247,-3.5143924,2.3329694,-0.28049394,-0.057178956,0.30975828,1.7328298,-0.9097738,-0.052348528,-0.061102517,-0.103344545,0.107725576,-1.1374472,-0.6375381,0.011622809,1.3820195,-0.083696365,0.16693823,-0.058961425,0.0032721309,-1.3677721,-0.06247093,0.0072307372,-0.011413983,0.048842736,-0.021179022,-1.3497983,-0.0647386,-0.19155288,0.015598029,-0.5505277,-0.0367964,-0.004467413,-0.040385064,0.019042667,0.12550956,0.026837282,0.07806438,-0.10220525,0.06868734,-2.501918,-0.013746796,-0.030763255
*OCc1c(F)c(F)c(COC(=O)c2ccccc2C(*)=O)c(F)c1F,-0.23694293200969696,2.9820899963378906,1.307374119758606,-4.0,-0.046475094,-0.99430287,-0.059201024,0.11991962,-0.036966134,-0.14986974,0.023162775,-0.07630919,0.07829379,0.16835164,-2.4242995,0.010024562,-1.284233,0.056829736,-0.12542282,-0.12239796,0.08106712,0.16897926,2.5715091,0.030168856,-0.002124582,-0.055738833,-0.012072681,-0.08195498,0.008022167,-0.08191144,-2.6517656,0.9995185,2.1133356,-0.01365492,-0.044413384,0.04807505,-0.8459328,-0.043954078,-0.003715682,0.7858555,0.0840036,-0.009702624,0.97765946,-1.3483764,-0.023709131,2.1871371,0.02445396,-0.07056934,-0.017904788,1.8220353,-0.01804347,-0.7058127,0.0004871086,-2.502526,0.8382616,-0.07302096,-1.210582,0.11823898,-0.05262532,-3.1071324,-2.8528135,0.63495106,-2.9213197,-0.08517784,-0.10361446,-0.083512254,-4.005944,0.6540706,2.2786834,-0.052839372,-1.560551,0.5443232,-0.91511524,0.027429225,1.8039274,-0.11835038,0.113019414,-0.07046503,0.3498561,0.05607971,-0.42582867,-0.105925724,1.9740626,-0.063233115,-0.05495754,-0.51747584,-0.0725598,0.010187184,0.035158295,-1.6762007,-0.0003054591,-1.3890269,1.5089847,-0.11015655,-0.04898847,-0.26835275,0.010451205,-0.02664619,0.035834655,-0.020323977,0.029126216,-0.0060123685,0.115321316,-0.08944442,0.014152399,0.5461599,-0.04537958,-0.023654612
