polymer,monomer_phi,homo_lumo_gap,chi_water,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31,z_32,z_33,z_34,z_35,z_36,z_37,z_38,z_39,z_40,z_41,z_42,z_43,z_44,z_45,z_46,z_47,z_48,z_49,z_50,z_51,z_52,z_53,z_54,z_55,z_56,z_57,z_58,z_59,z_60,z_61,z_62,z_63,z_64,z_65,z_66,z_67,z_68,z_69,z_70,z_71,z_72,z_73,z_74,z_75,z_76,z_77,z_78,z_79,z_80,z_81,z_82,z_83,z_84,z_85,z_86,z_87,z_88,z_89,z_90,z_91,z_92,z_93,z_94,z_95,z_96,z_97,z_98,z_99,z_100,z_101,z_102,z_103,z_104
*OCCN(CCOC(=O)C(CCCc1ccsc1)C(*)=O)c1ccccn1,-0.3432252,2.9389224,1.3219053,-0.019098954,-1.8838968,-0.038199242,0.5005754,0.03423568,-0.8187725,0.022814969,0.00092317094,0.10306697,-0.1670962,1.1945149,-0.0032489595,-1.7440189,0.014367607,0.13177685,-0.030593667,0.09065419,-2.0300992,0.6452453,0.046065155,0.061367307,0.027811129,0.015661512,-0.049892057,-0.018616641,-0.06525592,0.42443484,1.0250505,-0.45506567,0.030396791,-0.0007988915,0.061617546,-0.5834442,0.022237502,0.10705197,0.27379015,-0.04944371,-0.025263047,-1.4395837,-2.3677514,-0.003772543,-1.5048943,0.052926697,-0.04276452,-0.040979143,-0.19120893,-0.02080392,1.8480285,0.036365036,-1.4765491,-1.4754785,-2.5210815e-05,3.0528095,-1.4609935,0.019294156,0.22361894,-0.16585709,2.542835,-2.2160864,0.0035052013,-1.3721161,0.029189613,-0.2507838,1.6008964,1.2015426,0.06742045,0.31612352,-2.1374445,0.09139805,0.055926032,1.8081671,-0.051072165,1.1476036,1.09808,0.22308369,0.058274664,0.28532338,-0.03752636,0.14020476,-0.00011468768,0.012844623,2.2405949,0.0027796263,0.017416641,0.07326627,1.1106951,0.020410731,-2.9987383,-0.110208504,-0.094720654,0.046160787,-0.29383644,0.022101665,-0.013540298,0.07292986,0.059768073,0.042356007,0.10880453,0.0830941,-0.022036228,0.043985806,3.826579,0.022480836,0.0028322383
*OCCSc1cccc(OCCOC(=O)C(CCCc2ccsc2)C(*)=O)n1,-0.37266144,3.3145995,1.3118284,0.017803961,-3.1507037,-0.0076642605,0.22971362,-0.011782911,-1.4063836,0.021782842,0.04217384,0.1176983,-0.12268529,2.038891,0.018379848,-1.674685,0.043705165,0.080133334,-0.022690069,0.07080516,-1.2239542,0.6358382,0.046021253,0.08213895,0.03441542,-0.020484222,-0.056648936,0.025376514,-0.032084342,0.42554983,0.10432383,-0.33998746,0.0003524344,-0.0076756277,0.038444255,-0.10949659,0.035221625,0.0734354,-0.38934478,-0.028339846,-0.023754254,-0.73263335,-2.1549826,-0.02423111,-0.8129774,0.038338877,0.0019173592,-0.08194196,0.7066621,-0.04416745,1.6553845,0.005676218,0.037929848,-1.2062252,-0.011618514,2.3692143,-0.5650624,-0.0062692645,0.49064434,0.6850817,1.646139,-2.9042814,-0.008636198,-1.1297815,0.04958838,-1.3332405,1.8962839,1.3854208,0.06987158,0.2680965,-0.6652197,0.21579573,0.04950482,1.9104804,-0.018457374,1.1589298,0.09351311,0.04536959,0.034368437,-0.13355209,-0.020912372,0.255655,0.037350662,0.017533515,1.5854166,0.023449438,0.00965146,0.07831785,0.8349384,0.065211244,-2.7385905,1.1084676,-0.12944604,0.012876889,-0.42277765,-0.00053102087,0.0013676195,0.034387283,0.044563774,0.09460592,0.10757417,0.11731532,0.004308629,0.016509961,2.2340238,0.01732647,0.004161388
*OCCN(CCOC(=O)C(CCCc1ccsc1)C(*)=O)c1ccccn1,-0.3432252,2.9389224,1.3219053,0.01019498,-2.5835607,0.0059738453,1.263483,0.03324946,0.40180916,0.034327526,0.03517272,0.068802744,-0.17659879,0.31925425,0.027630683,-2.3933659,0.061678022,-0.024402177,-0.01579866,0.089686185,-1.7297089,1.1070626,0.08313006,0.075349025,0.06258356,0.024718298,-0.06836385,0.027522692,-0.07151929,1.1127524,1.0674114,-0.04727146,0.021441374,-0.027059406,0.05157762,0.44213015,0.01296408,0.10840323,-0.09584509,0.007200383,-0.027208216,-0.25919688,-3.4081213,-0.04679098,-1.237755,0.042393528,-0.014976909,-0.07902985,0.3583969,-0.019970587,3.1717713,0.013616755,-0.38004285,-0.7578846,0.0088395225,2.9397297,-0.082256876,0.016732078,0.5611476,-0.27766794,3.02189,-1.4827853,0.016305888,-0.8208912,0.03988813,-0.0023900813,2.023536,2.095059,0.018579442,-0.031995304,-1.2206271,0.58267266,0.030997349,1.66323,-0.024579188,1.7012132,-0.5916777,-0.47907913,0.021205503,0.40186024,-0.036639225,-0.4044198,0.013357748,0.049627293,2.458201,0.030066118,0.0140731605,0.06235649,0.9983358,0.03466769,-2.2026963,0.69348806,-0.10602973,0.020831648,-0.3473087,-0.0056073293,-0.020250302,0.07140806,0.06933396,0.06931851,0.06442388,0.097967565,-0.0099851955,0.012195359,3.5580542,0.0087038465,0.043143738
*OCCN(C#N)C(SCCOC(=O)C(CCCc1ccsc1)C(*)=O)c1ccccn1,-0.36811644,3.240872,1.1439713,-0.01721274,-2.1825082,-0.038031086,0.47950172,-0.024242397,-0.5597944,0.038932536,0.0383769,0.06608666,-0.00900413,0.3073392,0.015454453,-2.9024878,0.06285418,0.036903862,-0.033301055,0.10411821,-1.9502416,-0.10686053,0.05286125,0.09938653,0.04002605,0.0047218134,-0.10563013,0.008606917,-0.056448087,-0.08583488,1.1420472,-0.10346876,0.034600567,-0.035704114,0.040954288,0.19276603,0.01441867,0.11165661,-0.6115926,-0.037577655,0.0046865502,-0.1275851,-2.9638648,-0.04449002,-0.8321851,0.02481277,-0.0323284,-0.057514597,-0.39621025,-0.006036709,2.2696912,0.04037006,-0.4438166,-0.14649218,-0.017380144,3.5467894,-0.7058156,-0.0004696136,-1.0835816,0.33152965,2.272185,-1.465356,-0.02171259,-0.83043426,0.02248037,-1.4451928,1.9324758,1.6448069,0.0583294,-0.40886328,-0.86160076,0.54097617,0.029085308,1.6682816,-0.04388054,1.6550151,0.028120918,-0.4241407,0.033661753,0.28912044,-0.026364895,-0.021065969,0.03927342,0.031988613,1.6765944,-0.018022213,0.03342924,0.09177493,-0.16163735,0.02949473,-2.62383,1.3384305,-0.091962986,0.051731326,-0.316719,0.013804655,0.021823177,0.06956071,0.032608703,0.04677016,0.08663041,0.08936744,-0.037472602,0.059712403,2.6939037,0.0018411457,0.04649005
*OCCN(CCOC(=O)C(CCCc1ccsc1)C(*)=O)c1ccc(C)cc1,-0.3353547,2.5590687,1.3360188,-0.027905095,-2.5795298,-0.02319285,-0.07368518,0.032399114,0.2664957,0.058306675,0.024183732,0.11447871,-0.031476773,0.89221466,0.019827388,-2.8002496,0.02893564,0.011511778,-0.010690552,0.109847,-1.5099269,-0.112204306,0.06968291,0.07011948,0.02765645,0.035159845,-0.07249231,0.0059462297,-0.066993274,0.3631992,-0.019963885,0.4338739,0.033502735,-0.00053145643,0.018992795,0.33866867,0.012624013,0.06973072,-0.17327958,0.03708837,-0.025178872,-0.8332043,-1.9594362,-0.046484813,-1.2305723,0.051447835,0.003616006,-0.10553742,0.7573177,-0.044366,3.4053247,0.03721028,-1.0763539,-0.2714338,0.0013425618,2.718527,-0.12746523,0.016877549,-0.599416,0.1673754,1.7266526,-2.8735247,-0.019916708,-0.9677059,0.06260287,-0.053098693,1.0226356,1.4125199,0.030580848,0.47345322,-1.0662591,0.09255323,0.024164174,0.979112,-0.0023795753,0.9056022,1.0287844,-0.8208019,0.034035932,-0.22406101,-0.036506813,-0.36749578,0.042998035,0.010505563,1.6192229,0.025016848,0.028572991,0.091493584,1.509007,0.048131756,-2.1210163,1.0293627,-0.11579673,0.011934214,-0.42653233,0.008193523,0.015884139,0.05671187,0.07071567,0.059972364,0.067561135,0.06615221,-0.013353095,0.01784287,3.119962,-0.001971871,0.0009283922
*OCCN(CCOC(=O)C(CCCc1ccsc1)C(*)=O)c1ccccn1,-0.3432252,2.9389224,1.3219053,-0.00713224,-2.750463,-0.01532394,0.79014546,-0.008987931,-0.2615151,0.047860667,-0.009264078,0.1078031,-0.06663376,1.5004762,0.026471857,-2.0079522,0.045496773,0.0016262715,-0.016923236,0.071062155,-1.9430786,0.7968957,0.08407612,0.09361635,0.055691596,0.03383426,-0.09041311,-0.023960257,-0.027234502,0.9310142,0.605111,0.66018814,-0.00053906953,0.008388852,0.026183622,0.35126927,0.013389645,0.07819383,-0.2344956,0.06076121,-0.015584988,-1.3136814,-1.8652408,-0.04199144,-1.1788663,0.060444675,-0.037323587,-0.06674439,0.13454461,-0.010916137,2.673216,0.0025159759,0.20255232,-0.97312593,-0.014665213,1.9760253,-0.8860607,0.0078021246,-0.1849987,0.69349146,2.9145906,-2.5685868,-0.0039012944,-0.4704829,0.036139812,0.08747877,1.218865,1.6705389,0.024252204,0.6200414,-1.8431782,0.48873317,0.049676828,1.4090929,-0.017621925,1.8050725,-0.28754902,-0.5268247,0.06040568,-0.040552292,-0.029937671,0.45536366,0.012232917,0.009136699,2.1727717,0.00078557234,0.05334928,0.04855214,0.023400016,0.06276587,-1.7166257,1.6287458,-0.10045811,0.04111423,-0.18461025,0.019196328,-0.009525353,0.07826189,0.029775558,0.07315174,0.07302828,0.07177223,-0.0005232699,0.008814936,3.7014413,0.012976977,0.038178287
*OCCN(CCOC(=O)C(CCCc1ccsc1)C(*)=O)c1ccccn1,-0.3432252,2.9389224,1.3219053,-0.026695032,-2.2233465,-0.009517075,1.4118919,-0.022463346,-0.13276088,0.019494664,0.0072001,0.09143356,-0.18513206,0.806854,0.017944207,-3.2382274,0.040785603,0.069901384,0.001369312,0.11542374,-1.0931523,1.1688602,0.044680133,0.091288984,0.07322886,0.0093218,-0.07033833,0.018012187,-0.028849605,-0.2172346,0.8701628,-0.3094194,0.0033114944,-0.009044442,0.051022127,0.2695738,0.026469925,0.1169291,0.3848981,0.027681308,-0.018886628,-0.1993728,-3.336852,-0.038198553,-1.1759803,0.052806202,-0.031562317,-0.014592384,0.1868976,-0.0013516672,2.7658794,0.008013402,-1.0133547,-1.4468665,-0.0043624514,2.5483713,-0.17593628,0.015278338,0.5172774,-0.4094622,2.5966,-2.4351716,0.0066171824,-0.19481038,0.0362535,-0.35353023,1.0201178,1.1473665,0.017616048,0.50084347,-1.734754,0.7356371,0.053034842,1.1721623,-0.017457362,1.3015885,-0.4648422,0.34481892,0.051002514,0.080516845,-0.06602865,0.34728068,0.028136091,0.00868723,2.1680915,0.008384463,0.05014968,0.08686483,1.4850024,0.028625928,-1.5581466,1.4222977,-0.10974264,0.02316395,-0.29829538,0.011457389,-0.012860753,0.073121175,0.03374147,0.10444503,0.11594348,0.09552266,-0.002141992,0.055106614,2.1531968,-0.002031007,0.010481209
*OCCN(CCOC(=O)C(CC1C=CC=CC=CCC1)C(*)=O)c1ccccn1,-0.3382185,2.5799809,1.3770115,-0.033039328,-1.8427985,-0.031884532,0.34945008,0.024357248,0.49927008,0.056923855,0.037710894,0.08517957,-0.17181438,0.84929955,0.016461583,-2.8627799,0.052139197,-0.0726708,-0.009155187,0.07373733,-1.2519728,0.99556714,0.03679917,0.06385815,0.05825064,0.030432263,-0.062141355,-0.00440102,-0.026145834,0.72743,-0.093355164,0.24722126,-0.00016533144,-0.004336731,0.037280515,-0.5020042,0.031866223,0.09117258,-0.3477427,0.053081494,0.022930555,-0.55849254,-3.5333288,-0.014320201,-1.4781263,0.030088393,0.0057074274,-0.05565545,-0.6253409,-0.0016163839,2.5924177,0.047369957,-0.618596,0.16123582,0.030848341,3.5205784,-1.104126,0.01175867,0.52049565,0.60649395,1.7719243,-1.2132084,-0.016863294,-0.9864324,0.063055016,-0.39661434,1.9636538,1.6197679,0.054478005,-0.26262805,-1.1898147,0.73333657,0.051269665,1.7012565,-0.03066239,1.2827369,0.746149,-0.41337395,0.041439403,0.38845918,-0.073910594,-0.8276519,0.00029265488,0.006959759,1.6017157,0.023675239,0.038885187,0.05358781,-0.03444247,0.06582377,-2.138532,1.5160288,-0.14054573,0.022554116,-0.5308658,0.025150137,-0.016603425,0.060314767,0.07107485,0.044319693,0.078971885,0.10351185,0.00825592,0.0144207915,3.6085043,-0.013469309,0.03646867
*OCCN(CCOC(=O)C(CCCc1ccsc1)C(*)=O)c1ccccn1,-0.3432252,2.9389224,1.3219053,0.0074223927,-2.1902752,0.0022506053,0.75069964,0.0074660494,0.50084084,0.0549018,0.045137264,0.07795162,-0.20312867,0.75811476,-0.007106539,-2.467965,0.01584472,0.14449398,0.005376089,0.07629681,-0.44083074,-0.087084115,0.037415516,0.093055554,0.07074991,0.00975527,-0.08483169,-0.0025833694,-0.07583969,0.11575729,0.18568332,-0.8296985,0.007747503,-0.01566892,0.028937038,0.24826144,0.027084842,0.11598313,-0.014882581,-0.02979696,0.0005626439,-1.2896122,-3.3950665,-0.0062485384,-1.5437641,0.062122382,-0.036241278,-0.07329643,0.72125816,0.007233049,3.3441951,0.005784349,0.11989494,-0.5947694,0.012070106,1.8306493,-0.20246235,0.014164887,0.07245411,0.47657722,2.3931994,-1.2825788,-0.03531118,-0.9633874,0.02867371,-0.2696677,1.9180409,1.9665648,0.034121674,-0.0016375991,-1.9738574,0.22293498,0.067647725,2.5577886,-0.017089909,1.743467,0.82365084,-0.813366,0.019072283,-0.3511698,-0.06260601,-0.122119285,-0.0034525192,0.054077704,2.5457194,-0.014258282,0.052926887,0.09376606,0.9713108,0.027389258,-2.985898,1.1895622,-0.13409245,0.01046051,-0.5179878,0.0059334612,0.02565107,0.05690521,0.04643452,0.07496381,0.09943404,0.085328974,-0.04203755,0.059109207,2.6989312,0.004025525,0.03068895
*OCCN(CCOC(=O)C(CCCc1ccsc1)C(*)=O)c1ccccn1,-0.3432252,2.9389224,1.3219053,0.014397813,-2.8378608,0.014773461,0.42395407,-0.012610825,-1.1050094,0.04570896,0.045566175,0.06790624,-0.07013991,0.6030613,0.01709482,-2.6711273,0.013989034,-0.071644805,-0.02810878,0.072408915,-1.5444353,0.902957,0.062232923,0.069400825,0.05665973,0.026996436,-0.097581625,-0.00062197726,-0.05225252,0.66284484,1.1775099,-0.58509284,0.004170527,-0.00019630486,0.04652871,-0.33135307,0.0077801063,0.082275555,-0.52701354,0.0593684,0.018626036,-1.3274153,-2.05764,-0.036913987,-0.5750248,0.021126302,-2.5029185e-06,0.02122904,0.81310415,0.006349345,2.67054,0.02785039,0.008212268,-1.0512587,0.014394361,2.3350391,-0.34543526,-0.01726633,0.27496696,0.15594365,2.412175,-1.8680626,0.00463706,-0.30794835,0.030693967,-1.3977687,0.9680944,2.0529413,0.020730056,0.3075744,-1.5500606,0.74696636,0.045904253,2.0797098,-0.041623324,1.5425787,-0.35795182,-0.6756371,0.06342254,0.74536544,-0.034682453,-0.9290674,-0.0015696936,0.029374769,2.0197792,0.016659567,0.027357237,0.069723815,0.6491169,0.07013381,-1.8539535,1.08771,-0.12731077,0.014505663,-0.10976025,0.0061833225,0.0048262216,0.032032803,0.041352183,0.076499365,0.09243372,0.08847482,-0.01973501,0.021926291,2.068655,-0.00074777665,0.009837398
