polymer,monomer_phi,homo_lumo_gap,chi_water,num_fluorine,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31,z_32,z_33,z_34,z_35,z_36,z_37,z_38,z_39,z_40,z_41,z_42,z_43,z_44,z_45,z_46,z_47,z_48,z_49,z_50,z_51,z_52,z_53,z_54,z_55,z_56,z_57,z_58,z_59,z_60,z_61,z_62,z_63,z_64,z_65,z_66,z_67,z_68,z_69,z_70,z_71,z_72,z_73,z_74,z_75,z_76,z_77,z_78,z_79,z_80,z_81,z_82,z_83,z_84,z_85,z_86,z_87,z_88,z_89,z_90,z_91,z_92,z_93,z_94,z_95,z_96,z_97,z_98,z_99,z_100,z_101,z_102,z_103,z_104
*OCCOC(=O)C=CC=C(OC(=O)C1=CC(Cc2ccc(C(*)=O)cc2)C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-0.26287269592285156,2.339789628982544,1.31828773021698,-9.0,-0.035802577,-0.55703694,-0.079754464,1.7426682,-0.047638606,1.0538518,0.01069684,-0.006183063,0.038932424,-0.24323791,-2.498515,-0.03194565,0.6274452,0.009553167,0.014257169,-0.09100729,0.05624056,0.63427985,2.1800897,-0.026003301,0.019256165,-0.05817431,-0.0117167365,-0.12682022,-0.04080735,-0.06038399,-1.708654,1.0804389,1.4141469,-0.043273702,-0.0880984,0.01270382,-1.4818239,-0.037261505,0.0029803219,-0.2880665,0.019907359,-0.06614282,-0.07908659,1.2181256,-0.027844643,-0.40281168,-0.026609663,-0.0829993,-0.08162438,1.2191744,-0.035771158,-1.1783439,-0.0642188,-1.8563259,-0.59149474,-0.028685309,0.99846536,0.7370267,-0.013962902,-2.8083568,-1.8382833,-0.15640181,-2.3969355,-0.04739888,0.06285163,-0.02326562,-3.693198,1.2237016,1.0449831,-0.023127707,-0.97780216,0.8035417,-0.35591623,-0.035037175,0.73425794,-0.046238173,1.273282,-2.0267885,0.9188186,-0.013388461,0.70855796,-0.082995065,1.3664021,-0.020783462,-0.062263355,-1.4146633,-0.07268933,-0.0015105731,0.049972773,-0.6009099,0.023913577,0.03994576,-0.8073752,-0.13058755,-0.009596303,-0.0813375,-0.03005663,-0.056402255,-0.031021154,-0.01858145,0.046352785,0.008733089,0.06601186,-0.055324897,0.004892079,-0.12379561,-0.06447558,-0.03561695
*OCC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)c1ccc(Cc2ccc(C(*)=O)cc2)cc1,-0.24683499336242676,3.0015742778778076,1.360182285308838,-11.0,-0.056336485,-1.0195812,-0.06253653,1.639565,-0.059381593,0.6198427,0.017194048,-0.021936053,0.018476475,-0.14440295,-2.114367,-0.034656476,0.44459453,0.019732945,-0.16832075,-0.07079168,0.034131136,0.49838763,1.9327903,-0.046634316,0.043911625,-0.006021027,-0.026315125,-0.1316729,-0.05419362,-0.026908616,-1.5166787,0.10494174,2.1643665,-0.04955478,-0.10205083,-0.012716367,-1.8174444,-0.013990699,0.03266399,-0.5066551,0.14661263,-0.017643675,-0.57553166,0.28147575,-0.054824017,-0.1496303,0.0039932374,-0.076606765,-0.04825548,1.0688761,-0.06498057,-1.4260349,-0.039856326,-0.570966,-0.51559144,-0.024703428,0.8184144,0.6261072,-0.01073566,-3.5169773,-2.227947,0.6074726,-2.53987,-0.06980815,0.14321585,-0.053346694,-2.650446,1.7427773,0.97206444,-0.046746984,-0.0033084697,0.35631898,-0.31340685,-0.023748081,0.62038046,-0.091893174,1.1869307,-0.45614812,0.11114902,-0.010495491,0.45148554,-0.05098585,1.0317379,-0.003387978,-0.041617885,-1.8515787,-0.09644674,-0.0027996812,0.04394903,-0.301782,0.05498763,0.2024273,0.46947393,-0.14507212,-0.04209117,-0.35227844,-0.00043522214,-0.031538628,-0.04240798,-0.014296573,0.0907479,0.04948449,0.07887162,-0.088767506,0.049198113,-1.5143859,-0.07419324,-0.055183858
*OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)COC(=O)c1cc(C(*)=O)cc(C(=O)CCCl)c1,-0.30317673087120056,2.676191806793213,1.2962483167648315,-8.0,-0.046342447,-0.4071367,-0.07990694,1.4953386,-0.08946471,0.64951813,0.003044072,-0.049044766,0.011416874,-0.022664515,-2.5954287,-0.025051434,-0.34199917,0.023326967,-0.14526372,-0.112052366,0.05589622,0.575376,1.5006876,-0.026342561,0.024056714,-0.041828718,-0.014093049,-0.08187253,-0.035646856,-0.06264811,-1.6372212,0.8696051,1.4316665,-0.059858195,-0.08294616,-0.012388496,-1.2384942,-0.009504152,0.010087267,-0.4336805,0.10993244,-0.048957597,0.1698766,-0.53601044,-0.03318995,0.569763,0.00040368896,-0.06822236,-0.015411608,0.63282686,-0.04421257,-0.77664673,-0.059072956,-1.3058863,-1.1686414,-0.020079684,1.5340072,1.2270534,-0.013059319,-3.2399528,-2.3378565,-1.0008442,-2.5717523,-0.02634126,0.070937425,-0.022969153,-3.902738,1.483428,1.0296841,-0.055778664,-0.8442292,0.17804538,-0.12846304,-0.035714395,0.107252315,-0.08832923,0.9999022,-0.92128015,0.72008574,0.0011527574,0.0318077,-0.06890704,1.7228981,0.010032184,-0.040401004,-0.97236925,-0.08093802,-0.018884229,0.03608544,-1.1879234,0.052992884,-0.28005692,-0.27160537,-0.14122468,-0.03829997,-0.4542372,-0.027983546,-0.04287528,-0.003462656,-0.024290826,0.065344475,0.035206705,0.051911067,-0.041232035,0.017264199,-0.5304137,-0.040797994,-0.060696155
*OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)c1ccc(Cc2ccc(C(*)=O)cc2)cc1,-0.2710762321949005,3.010610342025757,1.3640834093093872,-8.0,-0.060786705,-1.0104836,-0.08827343,1.99321,-0.09400774,0.84747106,0.012639058,-0.047417577,0.0426154,-0.10663497,-1.1272156,-0.057524156,0.44672015,-0.010719271,-0.09628615,-0.09220079,0.057697725,-0.08388013,2.1210203,-0.030221386,0.026099224,-0.021537013,0.0022910775,-0.09754899,-0.021498023,-0.0125870425,-2.347275,-0.14663859,1.7848047,-0.06649027,-0.10742386,-0.025107104,-1.9951668,-0.041430358,0.0033819152,-0.1126643,0.08239988,-0.053878255,-0.00018369949,-0.021046571,-0.01770726,0.61887836,-0.026231503,-0.081729986,0.002418245,0.74687403,-0.06037633,-0.36461836,-0.039513744,-1.9993933,-0.08713408,-0.018955303,1.1942425,0.8417332,-0.022027714,-2.6985042,-2.0597115,0.8025357,-3.0276337,-0.030787898,-0.9302669,-0.036259227,-2.6449637,1.3152883,0.1992409,-0.04820694,0.29026517,0.394962,-0.09985547,-0.034240555,0.76273876,-0.06186648,1.2539742,-0.9237736,0.90630203,0.01565239,1.0067911,-0.06972351,0.44246757,0.0039338116,-0.01599764,-1.0045618,-0.10262845,-0.012763366,0.03179244,0.08890036,0.0058494615,0.5032059,0.13375905,-0.1590399,-0.025359154,-0.47833464,-0.016544128,-0.020832088,-0.02482515,-0.007709739,0.070919506,0.05892419,0.08951237,-0.05265736,0.008760459,-1.5435389,-0.057140533,-0.032822736
*OCC=CC=C(F)C(F)(F)C1(F)C=CC=C1COC(=O)C=C1C=CN=C1Cc1ccc(C(*)=O)cc1,-0.2573075592517853,2.433349370956421,1.2970914840698242,-4.0,-0.053292412,0.30886915,-0.05687075,0.54938257,-0.061834913,1.1770649,-0.019102076,-0.03621975,0.031008668,-0.12622555,-2.235187,-0.051976647,0.010640996,-0.0010198327,-0.17810808,-0.10178239,0.037066218,0.9444002,2.1176777,-0.024399968,0.01617417,-0.03143864,0.0048621357,-0.09634065,-0.036313765,-0.04285077,-1.6634337,0.74893695,1.8269646,-0.047447722,-0.09104889,-0.021109723,-1.4833772,-0.048663225,0.058915444,0.7938191,0.06697728,-0.019573929,-0.42637312,0.4494293,-0.019584188,0.056851365,-0.0023687577,-0.08872912,0.01282693,1.106204,-0.027076019,-0.9325985,-0.05100816,-1.7435547,-0.8832501,-0.03763256,0.048807044,1.041912,-0.0012285006,-2.9745345,-2.4264536,-0.6862692,-2.430502,-0.059701774,-0.77714646,-0.058668774,-2.4714582,1.7598201,-0.32390234,-0.043837108,-0.8809139,-0.18982944,-0.4575587,-0.03618709,0.621052,-0.0916074,0.7331019,-1.3299477,1.4299897,0.037321307,0.5076637,-0.08151985,1.8636978,-0.029481823,-0.05294359,-1.4069643,-0.11409966,0.01902464,0.013668517,-1.3358616,0.05185419,-1.0819669,-0.6903157,-0.14120781,-0.0040778783,-0.12822042,-0.027467793,-0.06952795,-0.033902228,-0.021810304,0.06872151,0.033165786,0.09865069,-0.07384572,0.03181241,-1.1561669,-0.07148622,-0.035721377
*OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)c1ccc(Cc2ccc(C(*)=O)cc2)cc1,-0.2368394434452057,3.020479679107666,1.3912049531936646,-18.0,-0.02671094,0.6301857,-0.059514716,1.8373365,-0.065964304,1.2558495,-0.0011029489,-0.029953359,0.033172857,-0.09389248,-2.6961722,-0.058867402,0.18630224,-0.00735373,-0.058964603,-0.079522304,0.03721602,1.2799435,1.3341963,-0.0343076,0.03771161,-0.05341815,0.009087886,-0.11369046,-0.052960202,-0.052658148,-2.1519313,0.63779455,2.840477,-0.06175508,-0.10544736,0.0008165069,-1.5953795,-0.03331876,0.013067539,-0.18545152,0.0958915,-0.03253753,-1.4335686,-0.07266135,-0.035461865,1.3382534,-0.011514908,-0.07040592,0.017299429,-0.061479475,-0.03755371,-1.6217638,-0.057237986,-2.2008111,0.02225404,-0.035941962,0.3482651,0.75833356,-0.024871333,-3.3703918,-2.5211327,0.55247205,-2.3770032,-0.047786485,0.23188773,-0.029374588,-3.6362393,1.1988899,-0.11312143,-0.0100666,-0.36716506,0.85396963,-0.047158748,-0.04784127,1.4116782,-0.07234346,0.39988348,-0.40765437,0.81334865,-0.007051485,1.4701543,-0.08002118,1.0507289,0.007611002,-0.059969287,-0.94714504,-0.10684862,-0.007869465,0.0504145,-1.1192108,0.032826502,-0.35847342,-0.56414545,-0.12663393,-0.03181843,-0.3139927,-0.0042920415,-0.06697712,-0.024695463,-0.036543675,0.040026005,0.02485826,0.08185392,-0.05607263,-0.0018840856,-1.2140588,-0.0828865,-0.01925976
*OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)c1cc(C(*)=O)cc(C(=O)C(C)C)c1,-0.25928011536598206,2.5828027725219727,1.3560435771942139,-10.0,-0.042564753,0.37799725,-0.062692575,0.9671987,-0.056808926,-0.21169402,0.016921068,-0.022470225,0.03793827,-0.033484034,-2.0761352,-0.059959453,0.74351907,0.0066165193,-0.18534292,-0.07415403,0.05090162,1.0077251,0.71940076,-0.0023013875,0.047124073,-0.022925284,-0.044682354,-0.13085647,-0.009260647,-0.06423307,-1.7770746,0.90991616,2.8117163,-0.036147386,-0.06226343,0.021465074,-1.0395815,-0.043119304,0.030954508,0.75595534,0.02874251,-0.028516274,-0.5901599,-0.41710162,-0.02691388,0.5301141,-0.0032879198,-0.10017679,0.007886262,1.4106517,-0.06205826,0.0052419147,-0.053045303,-0.7541429,-0.8126383,0.0033366263,1.5740527,1.439753,-0.041891746,-3.4758916,-1.6347601,0.8657048,-2.2918546,-0.042404823,0.25941733,-0.049485896,-2.9001203,1.4732268,0.8126747,-0.048886355,0.15569006,0.21642126,0.114890605,-0.014887923,0.18295617,-0.045666683,1.1124337,-1.5730946,0.22538453,-0.012001623,0.9428404,-0.07890703,0.91209334,0.0061766678,-0.05021574,-1.3106828,-0.106632225,-0.026758734,0.02151726,-0.80926883,0.010204716,-1.215437,0.47454992,-0.15512002,-0.00580025,-0.13863268,-0.044005167,-0.031863384,-0.03840257,-0.031573232,0.06469022,0.005730517,0.064568266,-0.08931585,0.044479653,-1.3439603,-0.043611,-0.039551333
*OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)c1ccc(C(*)=O)cc1,-0.24057340621948242,2.7892115116119385,1.3888641595840454,-16.0,-0.039795745,0.3916199,-0.0830598,0.40030196,-0.07147195,0.5838446,-0.00027341687,-0.03174731,0.023291947,-0.085993625,-1.8992754,-0.03390466,1.0895334,-0.0025448042,-0.06840644,-0.115685225,0.038969807,-0.5242892,1.3575664,-0.024623444,0.017620018,-0.009288042,-0.0145472055,-0.10531022,-0.01747113,-0.05209513,-2.4391885,1.0507007,1.8834608,-0.042569693,-0.0709798,3.802147e-05,-1.4680909,-0.016346,0.05691447,-0.5479229,0.13713445,-0.06744186,-1.4573747,-0.33893138,-0.057956055,0.90182096,-0.02834219,-0.113925494,-0.07421012,0.10105761,-0.05429721,-1.2825959,-0.038195908,-2.110963,0.15085119,-0.035730902,-0.079413034,1.4246403,-0.03406117,-4.023538,-1.7681918,0.41442642,-3.1123502,-0.0326142,0.047828633,-0.031543665,-2.6080673,0.93088806,-0.3395621,-0.017567407,0.29277608,0.2916849,-0.49054334,-0.05574371,0.13911115,-0.06302162,0.8144273,-1.0211421,-0.23420313,0.010888925,1.2901667,-0.07369599,1.4772294,0.006671627,-0.03547755,-2.3664627,-0.11363759,-0.00038744748,0.020235747,-0.93997,0.034579296,-1.2461976,0.46117485,-0.1324007,-0.009134069,-0.23199989,-0.04311185,-0.04114326,-0.0049735256,-0.029044528,0.048466187,0.06310909,0.07197687,-0.06911541,0.006437722,-0.44802043,-0.06140563,-0.056315437
*OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)c1ccc(C(*)=O)cc1,-0.2383032590150833,2.7959909439086914,1.3787685632705688,-14.0,-0.057636507,-1.1660792,-0.08590514,1.11381,-0.05058499,0.63423,-0.01768859,-0.03461121,0.016296145,0.023688745,-2.0630274,-0.03939782,0.8648176,0.0002457898,-0.21110696,-0.10096793,0.031175908,-0.2783591,0.76967406,-0.0393385,0.00297942,-0.02777534,-0.04344116,-0.12588584,-0.048693288,-0.048308752,-1.4841499,0.46067646,2.0049467,-0.056487408,-0.056917474,-0.0005300638,-0.8653265,-0.024593337,0.05441141,0.29147518,0.058343984,-0.024301188,-1.3828746,0.033374015,-0.025426267,0.4901497,0.010526308,-0.08098258,0.024661578,1.1973965,-0.03018514,-0.2602168,-0.021144751,-2.0085485,-0.34587595,-0.030390417,0.23314875,1.7450404,-0.012958481,-2.912823,-2.5466685,0.101204894,-2.4954035,-0.06452505,0.2647002,-0.05048841,-3.2164207,0.57610077,1.2265171,-0.004878907,-0.23316504,0.18319428,-0.37125573,-0.05103131,0.9275902,-0.047681123,0.60398066,-0.42263666,1.030607,0.013063803,1.3187704,-0.05016307,1.3037268,-0.008839267,-0.034801826,-1.3580215,-0.09439056,-0.03500151,0.009749459,-0.21980827,0.039674953,-0.021678615,0.63944703,-0.14877209,-0.037170105,-0.47723523,-0.016470905,-0.021332745,-0.0065649357,-0.045598723,0.074433774,0.02848545,0.10275209,-0.048564196,0.014258576,-1.2854936,-0.0544283,-0.049258217
*OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=CC(C=C)Cc1ccc(C(*)=O)cc1,-0.2582000494003296,2.747283458709717,1.3624911308288574,-12.0,-0.029613595,-0.20369662,-0.06918319,1.1574938,-0.07705878,0.17312393,-0.011096128,0.0061268853,0.028922211,0.022540728,-1.954687,-0.046014633,-0.34842902,0.005469001,-0.07149242,-0.09496216,0.07702655,0.3326398,1.9279493,-0.02107189,0.043617725,-0.008430597,-0.025301622,-0.10308794,-0.041657057,-0.04407757,-2.1480591,0.5920973,2.3326466,-0.06341958,-0.070935935,0.018201457,-1.8745171,-0.018377492,0.033531707,-0.31127453,0.0021709239,-0.03887976,-1.3114007,0.08860315,-0.05023375,0.7749892,-0.02808666,-0.10110475,-0.079299144,0.5610902,-0.07337206,-1.6167233,-0.045087125,-1.5365564,-0.74951774,0.0013356907,0.43431526,1.07579,-0.018777974,-2.7457187,-2.8622923,0.7270364,-3.5046706,-0.06624696,-0.6454182,-0.030137073,-3.325157,1.7214372,0.104546286,-0.0019464124,-0.14758989,0.1769949,-0.46539178,-0.03851976,0.49146214,-0.06560607,0.35337347,-1.500933,-0.29145396,0.0019335282,0.76651937,-0.088710256,1.7420092,-0.039099284,-0.04786365,-2.187577,-0.11409046,0.019792465,0.013513653,-0.56991,0.02087845,-1.215059,0.3698055,-0.11658087,-0.009617057,-0.51449907,-0.024267975,-0.03211199,-0.023163494,-0.035748743,0.05584781,0.023420418,0.08537164,-0.066247374,0.038551684,-0.5273416,-0.055566903,-0.06308648
