polymer,monomer_phi,homo_lumo_gap,chi_water,num_fluorine,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31,z_32,z_33,z_34,z_35,z_36,z_37,z_38,z_39,z_40,z_41,z_42,z_43,z_44,z_45,z_46,z_47,z_48,z_49,z_50,z_51,z_52,z_53,z_54,z_55,z_56,z_57,z_58,z_59,z_60,z_61,z_62,z_63,z_64,z_65,z_66,z_67,z_68,z_69,z_70,z_71,z_72,z_73,z_74,z_75,z_76,z_77,z_78,z_79,z_80,z_81,z_82,z_83,z_84,z_85,z_86,z_87,z_88,z_89,z_90,z_91,z_92,z_93,z_94,z_95,z_96,z_97,z_98,z_99,z_100,z_101,z_102,z_103,z_104
*OC12C(OC(=O)c3cccc4c3C=CC=C(C(*)=O)C4C=CC=C)CC(CC1(F)F)C2(F)F,-0.17286071181297302,2.319133996963501,1.3103201389312744,-4.0,-0.06801242,1.2899268,-0.108356945,0.4642691,-0.10018794,0.7066526,-0.0027342036,-0.037614197,0.048713654,-0.20522311,0.11919333,-0.05757519,-1.3997402,0.015697876,-0.12936357,-0.07449718,0.049446564,-1.508783,-0.20608649,-0.019373026,0.02661464,0.01843978,-0.05022243,-0.11419682,-0.058595624,0.009459326,-0.13006717,-0.9250842,2.2479644,-0.035667848,-0.06583465,0.038116187,-0.012045182,0.0025843172,0.025227677,0.8137184,-0.0037842174,-0.054665107,1.1029382,-1.7622795,-0.036231365,-0.14111114,0.041588698,-0.08703834,-0.07315504,0.04399821,-0.082773,-0.25103858,-0.059871178,-2.1300924,1.1837293,0.005188325,0.690803,0.85985017,-0.020435583,-1.7720523,-3.6083426,0.028287679,-0.90011555,-0.058028337,0.40594754,-0.012692791,-1.4640894,-0.3915429,-1.4380771,0.026106669,-0.7094888,1.8318634,-0.045698445,-0.0012939139,1.9807543,-0.06200084,1.8437465,0.58204263,0.71347964,-0.0068031703,1.4264852,-0.097999476,-0.81180054,-0.030055385,-0.0010151402,-1.1264658,-0.05444588,-0.0042766505,0.019077066,-0.7470048,-0.023251671,0.3194906,-1.9472241,-0.14077675,-0.007426798,-0.012770881,0.029820682,-0.09485082,-0.06271084,0.014880436,0.04201726,0.06266492,0.08457522,-0.07490291,0.05880333,-1.2223756,-0.061911996,-0.0600954
*OCCCC(=C)C(F)(F)C(F)(F)C(F)C(F)C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=CC=CC=C(O)C(C(=O)C(C)(F)C=CC(*)=O)C(O)(F)F,-0.2658447325229645,2.5937187671661377,1.2285300493240356,-22.0,-0.0074296333,0.27724615,-0.045566693,1.4977992,-0.07849961,-0.94946957,0.0048786984,-0.02934073,-0.01040227,-0.061724883,0.07543336,-0.053740032,-1.1159844,0.0282925,-0.022522433,-0.08839379,0.06290025,-0.5855553,2.1056151,-0.022089457,0.013555593,-0.04222945,-0.03494524,-0.13815062,-0.009863497,-0.035113305,-2.5807772,1.4539108,2.9683337,-0.06820374,-0.034689534,0.009665641,-2.0000935,-0.05022479,-0.010997132,0.82278425,0.037166923,-0.008103363,-1.9327116,-1.4678633,-0.04111229,0.6668377,0.027172958,-0.037022997,0.08659327,0.9922404,-0.06527919,-2.7120538,-0.0028084484,-1.8384211,-0.4100143,-0.028733568,2.2274795,-0.5021143,-0.04547983,-4.008168,-2.2405553,1.1299205,-4.683396,-0.012266342,-0.9465341,-0.061864212,-1.9705185,1.4370629,0.968833,-0.073675,-1.3751382,1.7767748,-0.25268176,0.013878704,-1.0461836,-0.040965203,0.19305694,-0.3080418,2.3142874,0.017786447,0.8825702,-0.14264575,1.8713912,0.025621738,-0.04686899,-2.8576684,-0.07936207,0.037807357,0.04224737,1.0028628,-0.017487431,1.2675433,-1.4786409,-0.12527853,0.002701401,-0.3968036,-0.01928706,-0.048492324,0.018842481,-0.011874473,0.07877033,0.037044678,0.02151794,-0.11325902,0.05826206,-1.9766145,-0.11426619,-0.01940158
*OC=C(C(F)=C(CC(F)=CF)C(F)(F)C(F)=C(OC(=O)C=C1C=CC(C)=C1Cc1ccccc1C(*)=O)C(F)=CF)C(F)(F)F,-0.25352463126182556,2.5551888942718506,1.3179677724838257,-11.0,-0.080178216,-1.2203668,-0.053354945,2.4014862,-0.05759294,-1.5100855,0.05265266,-0.054820295,0.023577744,-0.36188665,-1.9168383,-0.055778373,-0.74570566,0.02560195,0.04313623,-0.104252845,0.010013699,1.6391377,2.443372,-0.0066028093,-0.04410741,-0.016507184,-0.008814081,-0.05135502,-0.018314987,-0.030993786,-2.5249918,0.101497345,0.8683584,-0.05907514,-0.11257289,0.03748957,-2.029264,-0.0693322,-0.0013120386,-1.0617832,0.08723347,-0.015097402,-0.16009903,2.516231,-0.05248737,1.4531047,-0.0052885115,-0.034649666,-0.12636992,-0.5025841,0.0013240862,-0.59114623,-0.070978746,-2.3081625,0.3073127,0.018985426,2.0270736,1.6778092,-0.0719491,-3.7083972,-2.0052547,-2.0638773,-1.4990752,-0.09919222,-0.9842944,-0.05497703,-3.1074421,-0.11003788,0.024109637,-0.042919323,-1.147856,1.2511852,-0.40329766,0.015824804,1.3451623,-0.09310366,1.8143373,-2.1952627,-1.2186426,0.00013920694,2.3864653,-0.031398796,1.063343,-0.037378885,-0.05949468,-1.9937804,-0.12884982,-0.02612213,0.08714934,-2.2137759,0.013857987,-1.0812169,0.0035214534,-0.108155854,0.010168983,-0.7038972,0.0005179199,-0.004792472,-0.07836611,-0.025101418,0.04293268,0.07760191,0.11469796,-0.115085736,-0.024253983,-0.5317692,-0.057535164,-0.014390766
*OCCC(COC(=O)c1ccccc1C(*)=O)CC(F)C(F)C(F)C(F)C(F)C(F)F,-0.33611902594566345,3.0334854125976562,1.3087713718414307,-7.0,-0.09255059,-0.7725336,-0.034678675,-0.062329747,-0.0608492,-0.57514966,0.03847491,-0.04329771,0.02010206,0.022181088,-1.835765,-0.03959253,0.7351088,0.03212721,-0.06991284,-0.12601827,0.098556496,-0.722891,2.6615324,-0.017788898,-0.0077871834,0.007280862,-0.07599877,-0.056700703,-0.04499652,0.0041598193,-0.3900661,0.55624896,2.521799,-0.089107946,-0.0392065,0.0118009215,-2.9100447,0.020273006,0.058778156,-0.31943902,-0.09462387,-0.09353987,-0.05769464,-0.63740516,0.007898205,1.775809,0.04488754,-0.13879544,-0.09642478,1.9453856,-0.042519625,-0.36066866,-0.047820967,-2.6582427,-1.1300324,0.020959234,1.0920949,2.3881624,-0.039178956,-2.3583057,-0.9065327,0.6362492,-3.0714993,-0.024119427,-0.19396384,-0.01179801,-2.4149253,1.8894024,2.2519069,-0.014059214,-1.4680623,-1.6302241,-0.867434,-0.016907437,-0.16309555,-0.060693666,-0.17419893,-1.2400553,2.3588645,-0.034454856,0.71467483,-0.055302877,-0.22070268,-0.06772837,-0.018483208,0.115018345,-0.05311935,-0.053613894,0.015236044,1.1498673,0.07708232,0.1356297,0.61163944,-0.16920663,-0.057654604,-0.7664112,-0.032209683,-0.0035118398,-0.066306695,-0.023970915,0.015134467,-0.009063715,0.084047526,-0.016740225,0.023939604,-2.344917,-0.025685323,-0.085788935
*OCCC(F)(F)C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)CC=CC=CC(C)COCC=CC(=C)C(*)=O,-0.33060431480407715,2.637314558029175,1.380731225013733,-13.0,-0.014210839,0.14025266,-0.06730653,0.610862,-0.12001755,1.7490163,-0.013438674,-0.043532826,0.061172552,-0.37712485,-2.368258,-0.07708823,-0.30159643,0.011984826,-0.10240811,-0.114187844,0.062132806,-0.023206951,2.3789885,0.015523676,-0.018022222,-0.06707862,-0.06643577,-0.15800086,0.0126042,-0.026767377,-2.2559977,0.9642926,3.2578967,-0.0047464143,-0.059782043,-0.042972837,-1.8655899,0.007322656,-0.0038589416,-0.85545427,0.084558375,-0.044466875,-1.4185007,0.9691632,-0.042128112,0.9744534,0.009949065,-0.049594782,-0.036261667,-0.08800545,-0.05349039,-2.0241976,-0.05057117,-2.0606067,-0.56515664,9.9390396e-05,0.20470157,2.015587,-0.047903713,-3.530808,-1.3813943,-2.0704265,-1.4713302,-0.018611442,-0.8466951,-0.018213823,-4.7185335,-0.14908159,-0.4354774,-0.03536922,0.63026696,-0.8227189,-0.2966393,-0.06922678,1.1347704,-0.034902927,1.8218564,0.26336896,0.9974247,0.05024283,0.22858588,-0.11396689,2.0137084,-0.04836231,0.009577686,-1.8074952,-0.13488378,-0.014143375,0.030146874,-0.047101293,0.08304132,-0.9680815,0.48676947,-0.13822863,-0.05009901,-0.044508863,0.025176017,-0.08762501,-0.053277116,0.010656729,0.01998613,0.055446003,0.106365316,-0.015294068,0.0714834,-1.5591406,-0.10178671,-0.050560746
*OCC(COC(=O)C=CC=C(C=CC=CC)C(*)=O)C(F)(F)F,-0.3765176236629486,2.7304911613464355,1.3251384496688843,-3.0,-0.098402135,-1.5485917,-0.059107136,1.729691,-0.07786704,-0.5443681,0.023865541,0.025458679,0.07138304,0.05591898,-1.4014404,-0.06443226,0.073595144,-0.029777985,-0.31948042,-0.136342,0.042635705,-1.1202714,-0.35950017,-0.04491149,-0.04598584,-0.06479475,0.03050053,-0.07921071,-0.029304022,0.0028126754,-2.3119316,0.013221386,3.7456043,-0.081928454,-0.1267977,0.039532978,-0.032395795,-0.037646804,0.07933306,0.8561135,-0.036123008,0.00090884225,0.593278,-1.673281,-0.020166228,-0.9289961,0.007850924,-0.10042268,0.07094954,1.5222974,-0.081190035,-2.1273186,-0.009265543,-1.977338,0.4744847,0.004601317,-0.41101405,-0.057773627,-0.005336827,-3.2391548,-2.825247,-0.19230379,-3.0476236,-0.0395565,-1.4298124,-0.024399545,-4.131691,0.35189864,-0.95432675,0.017985933,0.4503453,0.1990297,-0.90288633,-0.050069146,0.39735842,-0.043249317,0.4207039,0.30361116,1.1562718,-0.022902124,1.3133912,-0.04506119,2.4219656,-0.060143366,-0.06462479,-2.609867,-0.086838305,0.040221047,0.003727481,-2.1906483,0.036172852,1.3292953,0.8744419,-0.19386081,-0.06467199,-0.07528107,-0.07023879,-0.07898477,0.026773965,-0.040532492,0.063919716,0.028054455,0.05291507,-0.038652793,-0.021724246,-1.1720165,-0.011852576,-0.048187803
*OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)COC(=O)C1=CC=C(C=C)CN(Cc2ccc(C(*)=O)cc2)C=C1,-0.2696208953857422,2.0056746006011963,1.350890874862671,-12.0,-0.035584047,1.1592181,-0.11342312,2.627803,-0.09863679,1.540919,-0.014864718,-0.075927086,0.06761961,0.120843396,-2.2112596,-0.044584334,0.04036813,0.043470893,-0.3135103,-0.11166302,0.022445144,-1.0351983,1.0010897,-0.051357992,-0.0271508,-0.0029580577,-0.074478626,-0.104205884,-0.0867314,0.002676297,-0.5689674,1.0368216,1.0145884,-0.0089571895,-0.06840735,-0.022055713,-1.0836185,-0.021517228,-0.01946658,0.31987187,0.16188413,-0.07619482,-1.3116133,-0.48095146,-0.050337724,-0.19911124,-0.009569032,-0.091198176,-0.11283099,2.4985106,-0.06895204,-1.6924715,0.005963617,-0.26863703,0.7168769,-0.024333145,0.64838034,-0.4271726,-0.031796753,-3.2316434,-2.2151577,0.4628523,-1.8126513,-0.054414283,0.56114364,-0.0015081187,-4.031387,1.9760321,1.3771707,-0.005431706,-0.74058735,-1.0383115,0.304071,-0.00010868069,2.033404,-0.053073127,0.7011409,-1.8409269,2.017189,0.04329894,-0.20492925,-0.09181022,2.497649,0.0247629,0.015414148,-1.9191039,-0.0884928,0.012162609,-0.003427619,-1.2419121,0.031242711,-0.4014371,0.3430859,-0.094651036,-0.037102923,-0.26316974,-0.020535324,-0.002874202,-0.049770296,-0.04042023,0.05958504,0.09184806,0.018824589,-0.018418366,0.054422945,0.8571345,-0.013575649,-0.040335808
*OC=C(F)C(F)=C(C(F)=CF)C(F)(F)C(F)=COC(=O)C=CCCc1ccccc1C(*)=O,-0.27311334013938904,2.777426242828369,1.2614914178848267,-7.0,-0.0052478225,-0.043999642,-0.06712753,0.16998512,-0.112530105,-1.6719676,0.051275544,0.02584467,0.01786459,0.17144273,-2.6036239,-0.03878252,0.5250506,-0.03954351,-0.2343442,-0.055584885,0.023476692,2.117609,0.2646059,-0.010793297,0.014478633,-0.03059294,-0.048552103,-0.14288688,-0.085903026,-0.08858112,-2.6634796,0.037694238,3.147911,-0.05548153,-0.062089913,0.03719777,-2.0397868,-0.07098287,0.092075765,-1.0314176,-0.034021266,-0.04438584,0.23946251,0.72437537,0.012050214,0.27050933,-0.002378617,-0.14388637,-0.11536209,1.7741034,-0.043615382,-2.0833821,-0.081609145,-1.4777669,-0.018930018,-0.0025260644,-0.81780416,-0.16454129,-0.07018265,-2.7805846,-1.6405791,0.020069802,-3.7577295,-0.022573546,-0.8584989,-0.064915486,-1.4640894,2.0320528,-0.5071584,0.023878276,0.36143133,1.5987155,-0.4440715,-0.03113387,1.0779535,-0.03237958,1.0859766,-2.5700333,1.1218022,0.05581492,0.117031746,-0.12037796,1.1857374,-0.0059234905,-0.017860597,-1.6227925,-0.11284702,0.041204892,-0.017077303,-2.3622,0.0058234455,-1.7832828,1.399658,-0.11809387,-0.04296012,-0.22593446,-0.0648387,-0.08593421,-0.07368995,-0.008899113,0.09202629,0.023580972,0.07480878,-0.074844934,-0.0038345999,-0.62207586,-0.06399801,-0.081075855
*OCC=CC(F)=C(COC(=O)c1ccc(C(*)=O)c(F)c1)C(F)(F)C(F)(F)C(F)(F)F,-0.27270957827568054,2.787346601486206,1.3658275604248047,-9.0,-0.07775193,0.9459796,-0.003941492,0.054859973,-0.024656013,-0.23622766,-0.05268769,-0.068851836,0.019841641,0.13065553,-1.1881447,-0.06045335,1.1429197,0.010994941,-0.30925754,-0.09278003,0.08264204,1.9661578,-0.111074924,-0.024968203,0.060894497,-0.06195098,0.021149578,-0.13584697,0.022051793,-0.0024794545,-3.079546,1.1704744,2.0396097,-0.07709427,-0.041660875,0.044859078,-2.6011882,-0.05833331,0.0076425443,-1.0699556,0.15920345,-0.06569956,0.4216469,-0.06568992,-0.080075294,2.2123456,-0.050549507,-0.04821031,-0.12314263,-0.8935287,-0.04288857,-1.7117283,-0.011497564,-2.9197168,0.35546258,-0.0712577,0.9868195,1.378586,-0.0442606,-3.352516,-2.80464,-0.71858484,-1.9763596,-0.10396169,-1.3309585,-0.055391185,-2.8994253,2.303255,1.6170101,-0.073697805,0.48354366,-1.040337,-0.7885928,-0.067224406,-1.0836027,-0.028927708,1.3965545,-2.8179548,-0.16728319,-0.01636796,-0.7581773,-0.054442767,0.26655015,-0.03905456,0.0057276953,-1.7761227,-0.11747086,-0.02813194,0.053228285,-1.114879,-0.02519606,0.9724517,-1.9374125,-0.1787179,-0.0020993492,-0.37090698,-0.02147763,-9.043692e-05,-0.02386451,-0.07573469,0.07901659,-0.0037466085,0.027404578,-0.1156141,0.012805034,-2.357835,-0.11227587,-0.059347883
*OCCCCCCCC1CCOC(=O)C=CC=C(C(*)=O)C=C1C(=O)c1ccc(C=O)cc1,-0.32135334610939026,1.902402639389038,1.3235594034194946,-0.0,-0.06920432,-0.79625076,-0.02679429,0.70794487,-0.074880645,-0.4388036,-0.021962412,-0.076524295,-0.003558182,-0.35231438,-0.037644204,-0.06815796,0.4085276,-0.024448968,-0.3172792,-0.06904001,0.08904323,-0.44956213,2.300709,0.025355315,-0.008449106,0.015737588,-0.014511658,-0.102237664,-0.034820188,-0.05825998,-2.508117,-0.36805308,2.0281963,-0.0560109,-0.12783295,-0.045101978,-0.7351135,0.0026226682,0.05052871,0.91279906,0.16762199,-0.04071047,-2.3945012,2.417144,0.0038179003,-1.2135774,0.018127577,-0.12887244,-0.026976965,-0.6677091,-0.1050501,-0.090451516,-0.05319664,-2.5725384,-2.4085667,-0.07201647,1.2420552,0.6367496,0.0071859458,-4.206834,-0.98623526,0.49836615,-4.101823,-0.0066466723,0.9064788,-0.026178861,-2.364255,0.42153323,-1.1978151,-0.0656719,1.0636274,-0.16170718,-0.70045143,0.021981379,0.5881175,-0.06903765,-0.34032822,-1.9038019,2.0712535,0.016481325,2.3764904,-0.027061244,1.9277992,-0.06712787,-0.0027166086,-2.5317092,-0.09492803,-0.015939645,0.039960712,-0.17725115,0.0014290077,0.020113708,-0.8119171,-0.14290026,-0.05067802,-0.08710712,-0.067399666,-0.09070521,-0.060282785,0.019136136,0.09775733,0.05153255,0.055637483,-0.03305261,0.037440583,0.4391757,-0.0037506258,-0.002649997
