polymer,monomer_phi,homo_lumo_gap,chi_water,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31,z_32,z_33,z_34,z_35,z_36,z_37,z_38,z_39,z_40,z_41,z_42,z_43,z_44,z_45,z_46,z_47,z_48,z_49,z_50,z_51,z_52,z_53,z_54,z_55,z_56,z_57,z_58,z_59,z_60,z_61,z_62,z_63,z_64,z_65,z_66,z_67,z_68,z_69,z_70,z_71,z_72,z_73,z_74,z_75,z_76,z_77,z_78,z_79,z_80,z_81,z_82,z_83,z_84,z_85,z_86,z_87,z_88,z_89,z_90,z_91,z_92,z_93,z_94,z_95,z_96,z_97,z_98,z_99,z_100,z_101,z_102,z_103,z_104
*OCC(COC(=O)c1cccc(C(*)=O)c1C(C)=O)c1ccc2c(c1)OCO2,-0.23360689,1.8385792,1.187247,-0.014024642,-2.238127,0.06055576,1.7022729,0.032976564,-3.0074618,-0.00055821275,0.044437926,0.13581361,0.15701461,-0.759344,0.01773774,-2.4846506,0.026234385,0.23333265,-0.031761374,0.100944266,0.34547582,-0.68694115,-0.0011132373,0.105346546,0.0891517,0.035795942,-0.022234362,-0.005080327,-0.06616668,-0.12226831,1.8554313,1.4434378,0.008798825,-0.023550766,0.08640691,-0.06472042,-0.02329607,0.14112844,0.8931195,0.19632663,-0.043045778,-0.14838812,-2.1278355,-0.0061365576,-0.24484003,0.007449514,-0.045987163,-0.15094323,-2.0995357,-0.051760383,2.4053512,0.015031625,1.5574292,1.4985273,-0.015417248,3.6911762,0.7953716,-0.011502056,-0.40613887,0.2534136,0.641981,-1.4409497,-0.06501607,-1.9493372,0.0023701307,1.3135898,0.49866185,-0.11406634,-0.011752433,0.03618628,-0.44116518,0.33983576,0.014083323,-0.27136818,-0.08932506,1.9736916,-0.6145508,0.29237816,0.023587184,0.84741807,-0.07052919,-1.4482856,0.06912025,-0.011871249,2.8639915,-0.028369043,0.017939318,0.044700023,1.0335526,0.11169492,-1.252799,0.32450035,-0.1078143,0.06590381,-0.446863,-0.04156152,-0.0263219,0.053855117,0.051620293,0.076616004,0.12807648,0.13229652,-0.059668742,0.03507284,1.8320152,0.013305972,0.008048751
*OC1C=CC=CC(COC(=O)CC(CCC)C(*)=O)=C1Nc1ccccc1Cl,-0.3152071,2.7967248,1.3179059,0.04192526,-4.267449,0.043571524,2.7112663,-0.057022616,0.41537645,0.0625284,0.068823114,0.1206154,-0.45283198,0.60020983,-0.020185651,-3.1940827,0.024135772,0.015605472,0.02142412,0.0611884,0.8924618,1.9118537,0.040320884,0.10994345,0.052076697,0.052782673,-0.006102169,0.015222244,-0.09234131,-1.6188047,1.4065,-1.3507029,-0.028329372,-0.009796055,0.053489804,-1.3341811,-0.0019659572,0.0724611,0.088775724,-0.032082733,-0.03629439,1.2670465,-2.3371534,-0.013230997,0.1528257,0.043286346,-0.012174775,-0.1753702,2.2279742,0.010554685,1.2782733,-0.004993073,-0.045850083,-1.1301764,0.022346728,1.499835,-0.23338556,0.03408716,1.9722209,-0.7649834,4.3077993,-0.79926044,0.02576154,-0.8576556,0.061926156,-0.3449381,-0.004586943,1.0690964,0.09131634,1.075447,-0.5410419,0.6033813,-0.018618362,2.2784681,-0.08449247,0.56646985,1.6699067,-1.3683343,0.06249839,-1.4742067,-0.06698596,0.98814416,0.0067820507,-0.018051777,3.369736,0.029571747,0.06911692,0.11956128,0.10138079,0.0858376,-0.4770045,-0.7472551,-0.153463,0.022830036,-0.52285415,0.028283847,0.044138014,0.10153691,0.019891668,0.0025209337,0.040492278,0.14890383,0.041018613,0.07297592,2.004964,0.080667585,0.08232628
*OCC(COC(=O)C(CC(*)=O)C1CC1)N=C(Br)c1ccccc1Br,-0.32509157,2.9593446,1.3168458,-0.05715539,-2.772723,-0.004284284,1.2312585,0.0471235,-0.76882505,0.10486,0.076596625,0.07809653,0.07179825,-0.9778269,-0.0555387,-1.861916,0.07375923,0.27609846,-0.049828045,0.11115003,-3.4406278,1.3509092,0.0686225,0.0413024,0.07284597,0.064560555,-0.0630209,0.028291117,0.0051490385,-1.0855865,1.8466495,-0.3681088,0.0025532062,-0.05696452,0.07111334,1.0639269,0.052580018,0.14403404,-1.9050097,0.0057491595,-0.03242767,-2.0637383,-3.8616796,0.008362735,-2.9838963,0.049076933,-0.012305136,-0.12819067,-0.59626704,-0.0167814,0.5056386,-0.026456613,-1.1586108,-2.225842,0.0012856107,3.8774166,-2.4086487,-0.017904604,0.85355777,0.17087905,3.9831114,-2.1020641,-0.013656327,-0.9656703,0.053494852,-2.6343436,-0.24719137,-0.5955255,0.107114434,-0.6026318,-0.83138466,0.44604295,0.0047216015,-0.053510074,-0.05324879,1.8889562,-0.7441384,-0.36897787,0.04091591,2.0783505,-0.12280787,-0.24894026,-0.008373051,-0.008503629,3.2039943,-0.043172635,0.01736699,0.046984598,-0.17048752,0.06619536,-0.9015252,-0.25844577,-0.13635257,-0.0024043485,-0.7646042,-0.0011870678,-0.03338594,0.06348193,0.047631465,0.11372872,0.08693607,0.12608586,-0.03696569,0.08385353,0.74978495,-0.05417093,-0.012718399
*OCC(COC(=O)C(C(*)=O)C1CCc2ccccc21)Nc1ncccn1,-0.23373777,3.3710504,1.218046,-0.058975905,-2.2711985,0.049387265,0.12113509,8.21176e-05,-2.6623092,0.039131176,-0.05348875,0.06016938,-0.105491355,-0.0779893,0.013133242,-3.9207842,0.07279919,0.22655946,0.03572281,0.13736846,-3.376258,-1.5596716,0.030932432,0.07712907,0.07714502,0.048433047,-0.1290681,-0.059279867,-0.036401484,-0.7710133,1.0659,-1.8969505,0.004605757,-0.031822164,0.10734938,-1.0232927,0.037059825,0.12623695,0.496671,0.014099465,-0.027992537,0.98598194,-5.107227,0.02177862,-2.6685474,0.0066165514,-0.04341478,-0.15607904,1.6363747,-0.08516336,0.37780696,0.07011393,-1.8532002,-1.6817818,0.051538926,3.6245146,0.86782247,0.038165692,0.3465932,-0.18510234,1.4527203,-0.88396835,-0.051740315,-0.85770756,0.09515326,-1.3522507,-0.08860637,2.2940612,-0.007922058,-1.7102547,0.87701124,0.38674486,0.012151073,1.4891729,-0.032685373,2.3405783,-1.3839728,2.05308,0.008021819,-1.5988859,-0.062283017,-2.2392337,0.038257502,-0.0352628,-0.2999037,-0.052206583,0.007637064,0.012909127,0.8886861,0.10234225,-2.0224178,0.28028908,-0.14015315,0.0786644,-0.33319795,0.07108347,0.014541195,0.10883309,0.008082262,0.054243468,0.14011429,0.10149685,0.013093355,0.06970654,1.8749789,-0.001050764,0.05849134
*OCCN(CC=Cc1ccncc1OC)CCOC(=O)C(C=C1C=CC=CS1)CCCc1ccsc1CCC(*)=O,-0.36643463,2.3937054,1.270743,-0.059225265,-3.8897946,-0.0682217,-0.21446566,-0.046096705,-2.5681956,0.05405821,-0.035923958,0.120944336,0.17108358,1.1803333,-0.041466996,-0.7773231,0.06235219,0.3235302,-0.07665381,0.11450515,-1.1684296,-1.0511497,0.072263174,0.00484707,0.024185916,0.041720342,-0.061575674,0.06664421,-0.09109767,-0.7170916,1.0195351,-1.029674,0.012836467,-0.014952691,0.021762526,0.65125716,-0.018242827,0.11322059,-0.27330247,0.25754896,-0.045024347,-1.6196918,-0.97443885,0.012029938,-1.6443424,-0.013677496,-0.06955067,0.02130038,1.094184,0.052504346,0.8343278,-0.013764418,-0.9002358,-1.607912,-0.017307032,3.2272024,-0.72877216,0.017943181,0.6280936,0.28542924,3.3319025,-3.160783,-0.01995861,-2.0117047,0.048320375,1.260411,0.89551175,3.7485886,0.062013943,-0.12562995,-1.3083736,0.92315483,0.065422624,0.74488133,-0.036650278,0.43326497,0.80415833,0.3775684,0.058349434,-0.91093624,-0.05889534,-1.9834555,-0.022800801,0.079510845,1.6133307,0.049722325,-0.038621746,0.03972123,2.9971094,0.06977623,-1.8716316,2.278878,-0.11330532,-0.0009124063,-0.90699756,-0.0024396689,-0.018329436,0.011194368,0.07232973,0.049653992,0.122175954,0.09726496,0.018508004,0.009471565,4.256295,-0.019636782,-0.03636205
*OCCN(CCOC(=O)C(CCCc1ccsc1)C(*)=O)c1ccccc1F,-0.34216115,2.8419883,1.3348846,-0.0467729,-2.7116268,-0.082330786,-0.7909257,-0.06824886,-0.11021805,0.027619395,-0.017307384,0.09425963,0.119948745,0.74700147,0.035642747,-2.4629533,0.06722116,0.24841249,-0.058479156,0.09488235,-2.849342,2.4788845,0.031393293,0.14149062,0.089928836,0.073201574,-0.09433122,-0.05050241,-0.028473295,-0.70300335,-0.022303186,0.9773071,0.045261122,-0.049080994,-0.0021231356,-1.4711547,-0.0052213897,0.15734942,1.5771005,0.06468208,0.05785777,0.7613117,-0.61036277,0.026773484,-2.2599075,0.06349288,0.0044477247,0.12528144,0.8478334,0.0029777123,0.51986045,0.029649768,-1.0741402,-1.9144007,0.028591665,1.1549177,-1.8770676,-0.05309826,0.32677278,0.40200543,2.5992723,-3.3073492,-0.040097624,-2.2385948,0.087511174,-2.712128,0.5848643,0.49336278,-0.024895513,0.2568264,-0.0011664997,-0.43967512,-0.0017624635,1.7372969,0.037509404,2.5283158,0.45081988,0.71830237,0.018653264,-0.6683904,0.03087225,-0.022113604,-0.0037259404,0.080980346,2.0686567,0.018313956,-0.015058812,0.04939383,0.71937996,0.11498445,-0.15954553,0.95472175,-0.09738598,0.07349502,0.25456816,0.0045719966,-0.04196171,-0.0026314086,0.09070939,0.0043746675,0.11237484,0.13736978,-0.021710893,-0.008934986,2.3904977,0.036648665,0.014724903
*OCC1SC=CC=CC(SCCOC(=O)C(CCCCC)C(*)=O)=C1C=Nc1ccccn1,-0.4050876,2.1698606,1.3720618,0.05787095,-1.0463319,-0.056389943,2.6776576,-0.0070679085,-0.30036014,-0.02413765,-0.02463371,0.12159613,-0.039038476,2.694728,0.027225174,-1.0122644,0.06807367,0.32905316,-0.057975627,0.035072442,-0.23221286,0.6548981,0.021939795,0.07023596,0.07225397,-0.05306912,-0.060474943,-0.02600389,-0.08699035,0.84733814,-0.765209,-1.9226007,0.010772728,-0.063877895,0.035765424,-2.1280324,0.05192197,0.028143104,-1.6759105,-0.09264651,0.0019260214,-0.35736033,-2.0575674,0.028730035,-0.40731153,0.073342435,0.03692761,-0.16497633,1.6177526,-0.04880568,0.35087943,0.00029445734,1.0082872,-2.768274,0.07088198,3.38951,-2.5643475,-0.046208847,-0.55449057,0.27536184,3.0358481,-2.5213342,0.033622198,-0.8657748,0.023099827,1.158652,1.4084932,-0.21605681,-0.009367241,0.5639713,-0.8304943,0.5732094,0.099564925,-0.050890382,-0.054208785,1.9663907,0.24460207,-0.8563059,0.0112838205,-0.59521186,0.018247737,0.06527248,0.0016645506,-0.003818643,-0.20469078,0.015403252,-0.021090273,0.07420092,-0.52137005,0.062218398,-4.053809,0.28336954,-0.18069601,-0.0140831,0.20909749,-0.032983504,-0.03838764,0.10838377,0.012065882,0.010051944,0.09600488,0.14333797,0.029149827,-0.012210031,1.7171344,0.07797051,0.031067668
*OCC(COC(=O)c1cccc(C(*)=O)c1)c1ccccn1,-0.25196424,2.845931,1.2345454,0.05562868,-4.685475,-0.0687333,2.707071,-0.03267298,1.4221315,0.049467463,0.08951768,0.062070716,-0.16427445,-0.8648711,0.035708807,-2.5712252,0.016080717,-0.24367361,-0.067084625,0.1164191,0.99718714,-0.5396474,0.12105125,0.0032687988,0.018486908,0.01101353,-0.09819026,-0.05704183,-0.07582252,0.050713405,1.6385405,-1.6258824,0.071961544,0.023380604,0.024743827,-0.1073234,0.00912319,0.14045088,-1.3265405,0.09239567,-0.031837,1.726478,-5.4232817,0.04194316,-2.8562448,0.013023284,0.015834276,-0.2020678,-1.5231854,-0.07321208,0.9230103,0.028334113,1.3654491,-0.82178754,-0.03333161,2.77008,-0.43760857,-0.0037470697,1.2308804,0.69431,-0.0784845,-2.5723383,0.044565197,-1.8781456,0.018815426,-1.5761957,0.63677704,0.90046126,0.005131714,0.60112715,0.12915975,0.35506314,0.080902115,1.7689909,-0.035564132,0.10794894,0.9067009,0.0446855,-0.015619577,-0.09182738,-0.053859737,0.31084037,0.016924554,0.015874084,1.004554,0.059275288,-0.0023027777,0.055625588,1.2995269,0.07515307,-1.6535305,2.4988563,-0.09534147,0.030394478,-0.6923271,-0.048479628,-0.05399147,0.0069597177,0.093008265,0.14500026,0.05740973,0.018802378,0.05123882,0.049252447,1.4532851,0.07501276,0.05168399
*OCC(c1ccccc1)C1C=CC(C)=CC(C)=CC(C)C(C)C(c2ccccc2)=CCC(C(C=Cc2ccccc2)C(*)=O)C(=O)OC1,-0.27288058,2.8814368,1.4824351,-0.0008034091,-1.5737547,-0.00081228075,2.1419015,-0.057391115,1.5863101,0.06995014,0.050597962,0.1253379,0.041236024,2.2865498,0.06109236,-1.3169003,0.045190517,-0.095830284,-0.005002645,0.13453114,0.97825086,1.4618261,0.062612146,0.09622499,-0.01721467,0.07651298,-0.02795383,-0.06561087,-0.10678509,1.7231001,0.12263735,1.2094564,0.022217758,-0.06110665,0.055086415,1.2942045,0.04827681,0.0815296,-0.97035325,0.115659684,-0.026690576,1.1853377,-4.631904,-0.010605125,1.1100521,0.06921342,0.045478906,-0.13765919,1.5100063,-0.03219763,0.89098066,-0.011063367,1.4727819,1.4194573,-0.004001613,3.4928677,-0.3121591,0.0075345174,-2.0292883,-0.42605707,3.487013,-0.33686414,-0.01232755,-0.8850842,0.047774777,-0.42236897,-0.45543033,0.08159179,0.058180172,-0.07976029,-1.2376971,-0.24436706,-0.0149534745,3.8001447,-0.060114972,0.9926925,1.9566205,-1.4701847,-0.0021350363,1.15411,-0.065854594,-0.35312393,-0.013812437,-0.0024487067,1.378773,-0.0035700405,-0.018510118,0.07488922,1.6369311,0.04649854,-2.2789435,1.5117793,-0.06701726,0.05579286,-0.5572241,-0.051575296,0.06614594,0.043941606,0.08807753,0.06927213,0.069969274,0.020678088,-0.025059683,0.07868378,2.4473045,0.009131405,0.055390455
*OCC=C1C=CC=CC1=NC=CC=CC1=C(OC(=O)C(=N)CCCCC=CSC=NC=NC=NC=NC=NC(=O)C(*)=O)C=C1,-0.41507477,1.5075893,1.2261075,-0.009134076,-2.5566514,-0.022898091,1.7996802,0.008755902,-2.5517821,0.09968648,-0.054897394,0.11606748,-0.19336423,0.783504,0.03811624,-3.7539072,0.00049042143,-0.017982932,-0.031756993,0.14632212,-0.36759833,1.0620108,0.09281603,0.122909755,0.02360126,-0.07046596,-0.124280065,0.058055975,-0.078682,0.48857778,0.67986524,0.42365003,0.036036514,0.035657246,-0.012021372,1.4835222,-0.025051394,0.14128123,0.7149819,-0.02772467,0.06410477,-1.8711556,-0.6714177,-0.06674144,-2.9934468,0.023441968,-0.03405465,0.12329849,-1.849296,0.037784114,0.7907204,-0.029088227,-1.8393595,-1.4362938,0.027820975,4.0805316,-0.689977,-0.018962424,-0.47174433,-1.2598186,3.994047,-2.601582,0.035372373,-0.9298125,0.07024561,-1.8178937,3.327066,0.88070756,0.051833354,-0.96825933,0.52128273,-0.3941595,0.008779113,0.9674064,0.0026892584,2.0419908,-0.62901473,0.98224324,0.041388363,1.4438661,-0.07664207,-1.7873298,0.025218058,0.009106209,0.600937,0.050614145,0.09094167,0.06775728,-0.4963973,0.07574713,-2.7094324,0.45921573,-0.13003956,0.048652746,-0.7535789,0.039857727,-0.013131212,0.05736717,0.030295597,-0.007318022,0.025473481,0.03882174,-0.048074223,0.020851508,2.6775968,0.028011726,0.07952565
