polymer,monomer_phi,homo_lumo_gap,chi_water,num_fluorine,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31,z_32,z_33,z_34,z_35,z_36,z_37,z_38,z_39,z_40,z_41,z_42,z_43,z_44,z_45,z_46,z_47,z_48,z_49,z_50,z_51,z_52,z_53,z_54,z_55,z_56,z_57,z_58,z_59,z_60,z_61,z_62,z_63,z_64,z_65,z_66,z_67,z_68,z_69,z_70,z_71,z_72,z_73,z_74,z_75,z_76,z_77,z_78,z_79,z_80,z_81,z_82,z_83,z_84,z_85,z_86,z_87,z_88,z_89,z_90,z_91,z_92,z_93,z_94,z_95,z_96,z_97,z_98,z_99,z_100,z_101,z_102,z_103,z_104
*OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=CC=CC(CC(=O)C(C)Cl)c1ccc(C(*)=O)cc1,-0.28067025542259216,2.8689639568328857,1.312401294708252,-10.0,-0.050344527,0.6950187,-0.046371885,2.0145934,-0.0479539,-0.31010708,-0.0321261,-0.03330481,0.032810234,-0.23174942,-2.722699,-0.031502567,0.071747884,0.044208493,-0.07664077,-0.09395111,0.032502938,0.9917236,1.4015243,-0.008327357,0.011247113,-0.013894469,-0.044711303,-0.08188937,-0.04901122,-0.055774648,-1.5191268,1.1014916,2.4218218,-0.042215884,-0.06665299,0.006871065,-0.8744936,-0.040080722,0.02935283,0.2361398,0.11653642,-0.019410009,-0.7386176,0.849906,-0.035523295,-0.45682874,0.018997189,-0.07515218,-0.07984304,0.79914635,-0.03506945,-0.41074392,-0.052615747,-1.7775365,-0.55245095,-0.015340614,1.2325531,0.5132773,-0.04135204,-3.9692087,-2.107035,0.5955127,-3.7446437,-0.07506124,-0.7386963,-0.05435831,-2.4923153,1.6321762,-0.046032034,-0.05208047,-0.88896173,-0.69387543,-0.09649798,-0.042037547,1.4159079,-0.04882061,0.19582474,-1.1609081,0.6373932,0.030306235,0.6828794,-0.06955111,1.7833163,-0.042327236,-0.05643661,-1.3276039,-0.10055695,0.010005505,0.04878757,-0.7303964,0.029973717,-1.2453967,-0.73744184,-0.15136696,-0.02864912,-0.28359306,-0.03698017,-0.0521504,-0.039844446,-0.041311733,0.08721134,0.008156421,0.04785744,-0.042944957,-0.004102546,-0.84339136,-0.065931246,-0.042333074
*OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)c1ccc(C(*)=O)cc1,-0.2379956692457199,2.80501651763916,1.366112470626831,-12.0,-0.05405141,-1.1029947,-0.08843288,2.0845656,-0.0654195,0.67699355,-0.012947414,-0.023908822,0.049054503,-0.20695837,-2.8123627,-0.031120012,1.3489306,0.012635489,-0.20499873,-0.089573145,0.06642021,-0.26458782,1.0508476,-0.018130964,0.043118935,-0.009278232,-0.03712113,-0.113468006,-0.053813823,-0.025615277,-0.97454625,-0.1676737,2.8917894,-0.06186408,-0.0882172,0.017030776,-0.9000265,-0.020992989,0.055865295,-0.40257126,0.09058559,-0.048686206,-0.6959063,0.38234204,-0.017613497,0.15644442,-0.017440552,-0.07747057,0.02148247,0.060230836,-0.039192487,-0.9713664,-0.051640756,-1.4058851,-1.11671,-0.0055824444,0.51961917,1.1562197,9.586523e-05,-3.4331522,-1.7272276,-0.19180845,-3.2245066,-0.058432695,-0.56659573,-0.05579008,-3.7755167,0.5539376,0.5872064,-0.017227938,0.3318977,0.3049494,-0.25767037,-0.05709545,-0.098633,-0.08045111,0.94295615,-1.1481005,1.1272601,0.013747041,0.61609924,-0.09494958,1.6248198,0.0028118228,-0.011885823,-0.79087144,-0.10543768,0.0011374102,0.032607637,-0.67707837,0.017877959,-0.5882403,-0.5238913,-0.14449675,-0.016728027,-0.4303839,0.0032540944,-0.041721426,-0.036984265,-0.014486907,0.03510664,0.025649099,0.04892962,-0.045512296,0.025657652,-1.4821553,-0.0748163,-0.023158075
*OCCCCCOC(=O)c1ccc(C(*)=O)cc1C(=O)CC,-0.33480772376060486,2.441364288330078,1.2693759202957153,-0.0,-0.06984478,0.5995605,-0.040979806,1.6494504,-0.04790257,-0.6461174,-0.023858503,-0.01683712,0.02726558,0.003900559,-2.4867234,-0.031140309,-0.05684331,0.0314916,-0.1744342,-0.09427001,0.037830997,-0.09651406,1.1906272,-0.047737367,0.03351237,-0.057906117,-0.0006201029,-0.106859274,-0.03874071,-0.053793844,-1.780886,0.7561082,1.4703557,-0.035285767,-0.08826263,-0.017769672,-2.0308678,-0.03343349,0.015977902,0.7275016,0.014151135,-0.05475725,0.05047623,0.91557103,-0.012738772,-0.24671501,0.018142784,-0.09656251,0.010460242,0.7053267,-0.07334679,-0.39086744,-0.034986764,-1.722595,-1.4779099,-0.019196387,1.6087798,1.1180618,-0.026971577,-3.1463757,-2.365505,0.59479094,-2.3796437,-0.060998295,-0.15714647,-0.04622903,-3.0446622,0.5459804,1.0350157,-0.04341145,-0.7938094,-0.34037682,-0.032791227,-0.026235718,-0.011441215,-0.06685859,0.99366885,-0.5017554,0.04600804,0.033049133,1.3272138,-0.051541217,0.67519283,0.0033323013,-0.022310076,-2.163688,-0.10751398,0.0112805385,0.027713977,-0.8035588,0.025586676,0.48334283,-0.45301342,-0.16339013,-0.026737446,-0.43893817,-0.006611604,-0.0637361,-0.023902766,-0.011143423,0.09836959,0.020741848,0.059990183,-0.058079265,0.045665193,0.05992112,-0.06555383,-0.059092924
*OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=C1C(C=O)=CC=C1C(*)=O,-0.2576138973236084,1.8961033821105957,1.3120861053466797,-12.0,-0.04893543,-0.2094151,-0.048504286,0.66446507,-0.07082052,-0.6644912,0.02007493,0.00714266,0.03216319,-0.09431031,-1.883785,-0.017421851,-0.42170244,0.031189246,-0.13352755,-0.10806574,0.06524437,0.99305326,1.0031372,-0.019079382,-0.0023551132,-0.013114124,-0.045377385,-0.09250994,-0.04578073,-0.043601494,-0.9843148,0.8705859,2.0446713,-0.063271224,-0.088359214,-0.00312191,-2.125532,-0.029109716,0.00449766,-0.05770409,0.015652156,-0.059534077,-0.23291339,-0.65845966,-0.05174953,0.9515093,-0.024573915,-0.10384448,-0.042805962,1.069836,-0.02943111,-1.2996372,-0.031741124,-1.8074894,-0.75238687,-0.0030915206,-0.045671698,1.350118,-0.041604266,-3.9044762,-1.5214496,0.08582878,-2.949978,-0.06708169,-0.43569124,-0.050498847,-2.51732,1.4581476,-0.15027755,-0.040781066,-0.043637417,-0.6219558,-0.43951926,-0.0045692185,-0.033532277,-0.09938873,0.36213154,-1.8942661,0.67765504,-0.008767873,0.71829575,-0.09119953,0.62716526,-0.029541751,-0.036807552,-2.1335092,-0.09548643,-0.0016345601,0.043044858,-0.30013138,0.02688839,-0.11120368,-0.80202097,-0.16230944,-0.037257373,-0.42128173,-0.040404227,-0.052388765,0.00047244492,-0.00012722467,0.060989384,0.029548781,0.05233048,-0.079402484,0.021282341,-0.5943817,-0.059020314,-0.020096477
*OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)c1cccc(C(*)=O)c1CCC(=O)OCC,-0.28096142411231995,2.9997222423553467,1.352548599243164,-12.0,-0.05401659,0.66398543,-0.061089274,0.6192419,-0.06879342,-0.73841494,0.00035359018,0.0048916554,0.022547543,-0.02009602,-1.3894577,-0.029827392,0.76105607,0.005867025,-0.14838822,-0.082622975,0.045633286,-0.031681888,0.9383017,-0.04710807,0.018444277,-0.016393686,-0.021045245,-0.12411518,-0.034321792,-0.057838097,-2.6015365,1.0152905,1.8536296,-0.023508841,-0.09255535,-0.013733405,-1.8128245,-0.0052895593,0.05802575,-0.16710824,0.12354603,-0.022329362,-0.4569494,0.48186526,-0.012392613,0.3581479,0.01130689,-0.095612295,-0.086309046,0.89154816,-0.06820421,-0.7267959,-0.025079645,-1.7170448,-1.1200806,-0.012725276,1.24805,0.9450266,-0.040411465,-3.7486384,-2.708108,0.023984367,-2.316228,-0.07108776,0.21889287,-0.03888747,-3.345799,0.8876347,-0.039072808,-0.03148904,-0.48655435,0.3786518,-0.118294716,-0.04525462,0.92786676,-0.07468135,0.8945645,-1.2975491,1.2901673,0.021667464,0.4773903,-0.070969254,1.5159084,-0.028031785,-0.058797237,-1.2427279,-0.078951366,0.013289444,0.048648637,-1.3174757,0.055451658,0.62210906,-0.77540815,-0.12705404,-0.0009151247,-0.29521695,-0.035530187,-0.041252945,-0.013437658,-0.0309338,0.053199254,0.02955424,0.070431806,-0.055338632,0.031405676,-1.2461797,-0.03907309,-0.03437924
*OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=CC=C(C=C)Cc1ccc(C(*)=O)cc1,-0.24890980124473572,2.652737855911255,1.387123703956604,-18.0,-0.035957254,-0.51424354,-0.089493416,0.9443344,-0.049378235,0.5233208,0.007466026,-0.00479439,0.009399535,0.011993959,-2.288366,-0.019026611,0.4934962,-0.009332974,-0.11610861,-0.115962625,0.030617842,0.9585335,0.90371794,-0.020059729,-0.0100234235,-0.024904788,-0.017161297,-0.12640032,-0.043324236,-0.058411285,-1.9918672,-0.111338906,2.9081948,-0.02221494,-0.09245725,0.0015620512,-2.1500928,-0.037956864,0.045401122,-0.60761213,0.12872423,-0.05703789,-1.5573292,-0.48336938,-0.017086187,-0.3786096,-0.029078504,-0.10018266,-0.015106608,-0.14342482,-0.07887867,-1.4256868,-0.029305758,-1.840673,-0.23686866,-0.012886805,0.9494652,0.36642092,-0.004287608,-3.0298069,-2.862241,-0.89117444,-2.2047393,-0.07119017,-0.7110587,-0.031802166,-3.5134745,1.1348972,0.2903658,-0.035543323,0.43118912,0.10277296,-0.48796117,-0.03586114,1.224564,-0.0757934,0.69626844,-1.1487644,-0.04522518,0.026811752,1.5274103,-0.07808938,0.964451,0.008531328,-0.05409726,-2.0219984,-0.1124679,-0.0142405545,0.04500417,-1.4857787,0.030408628,-0.4505326,0.25835043,-0.15367262,0.003842131,-0.4244876,-0.004321342,-0.06519173,-0.021403639,-0.00795488,0.049241737,0.006477062,0.10146871,-0.091830716,0.020000942,-1.646924,-0.041258026,-0.05071311
*OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=C1C=CC(Cc2ccc(C(*)=O)cc2)=C1,-0.2437184453010559,2.7287631034851074,1.3530553579330444,-12.0,-0.07003849,0.40436646,-0.05344305,1.6186711,-0.0956192,1.153279,0.006513511,-0.045319263,0.0039844355,-0.048443727,-2.7054965,-0.054186948,1.3283052,0.0013050289,0.003296697,-0.0714378,0.030561458,0.14523336,1.2073009,0.001688012,0.017415447,-0.011831001,-0.0264899,-0.12148246,-0.061617818,-0.04571095,-2.5348315,0.36369354,2.9233527,-0.066415414,-0.06873393,0.00093552517,-1.1431957,-0.03549368,0.054722194,0.18620741,0.052049153,-0.03695503,-0.7014081,0.03533396,-0.034186188,0.27549025,-0.009025942,-0.06358213,0.03079797,0.21556568,-0.0784805,-0.9390669,-0.061102204,-1.360598,-0.063858494,-0.03685509,-0.08907756,1.7327136,-0.03288568,-3.3818226,-2.480587,0.52099234,-1.9512869,-0.06565095,-0.33164555,-0.051140923,-2.561584,1.8380561,-0.29910386,-0.02432251,-0.08091813,-0.11521426,0.04297185,-0.0031357952,0.59906745,-0.07885344,0.46050292,-1.0837445,0.72817326,0.021853535,0.24916989,-0.05006897,1.5419651,-0.011336692,-0.045868073,-2.337819,-0.09589797,0.0036794883,0.05610605,-1.1460229,0.0035930183,-0.24935228,0.32789043,-0.16553475,0.004159214,-0.16764557,-0.015782764,-0.03955426,-0.00607286,-0.016986733,0.065209456,0.0099377595,0.070651546,-0.06080852,0.008266654,-1.2549123,-0.07500325,-0.03009362
*OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)COC(=O)c1ccc(C(*)=O)cc1,-0.25484776496887207,2.8557634353637695,1.3760086297988892,-12.0,-0.052398317,0.26988414,-0.08584852,1.0849631,-0.047652967,0.12603562,-0.0025913564,-0.041051053,0.04778364,-0.16758573,-1.394395,-0.015872657,0.5763507,0.039536513,-0.16737847,-0.06651154,0.06657076,0.3579559,1.3060967,-0.0427706,0.040307056,-0.018635683,-0.0028121723,-0.12508549,-0.022947697,-0.047479637,-2.6036992,0.83805996,2.3449242,-0.041262306,-0.09721415,-0.0032487786,-1.3654373,-0.00531505,0.033010487,-0.636402,0.027023029,-0.04628608,-0.08549385,1.3705268,-0.051510807,0.6076451,0.011773361,-0.09691085,-0.04989431,-0.1761762,-0.0781958,-1.369511,-0.053605832,-1.3784388,-0.09872931,-0.025927719,0.026332123,0.956727,-0.042767353,-3.6151,-1.7907053,0.5813203,-2.8520775,-0.036902636,-0.39337134,-0.05079822,-2.6807215,1.0609354,0.92446816,-0.04422719,0.33136263,-0.13623598,0.04987408,-0.0024382088,-0.1277901,-0.08787983,0.66394943,-0.7456459,0.31095144,-0.0046361233,0.16557465,-0.056986514,0.6515052,-0.03971786,-0.013798909,-1.8035898,-0.12141092,0.003374664,0.036828727,0.2544971,0.029675402,0.46872577,0.81923383,-0.13191694,-0.0015388048,-0.14631648,-0.018547643,-0.054268707,-0.0030247234,-0.04892213,0.07749198,0.021023411,0.08915344,-0.06523759,0.04014634,-1.6066645,-0.04149542,-0.036416594
*OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1C=C(CCC(=O)c2ccc(C(*)=O)cc2)C=CC(=O)O1,-0.22799250483512878,2.418269395828247,1.328768253326416,-12.0,-0.059022833,-0.75573367,-0.053444043,0.48055243,-0.07455104,0.9413251,-0.026078574,-0.01593647,0.04597961,-0.20833614,-2.627548,-0.010084585,0.89536035,-0.00407249,0.009643667,-0.08609592,0.04656748,1.1581048,2.0035925,-0.015191816,0.03994512,-0.040196452,-0.015049016,-0.13387324,-0.02375949,-0.025531966,-2.2682927,0.4054017,2.4920535,-0.023670746,-0.062073667,-0.008955475,-1.079,-0.017382355,0.04968808,-0.61455494,-0.009244605,-0.021732965,-1.626285,0.011735457,-0.02466312,-0.23174132,-0.019244492,-0.105399944,-0.04491632,0.62963206,-0.0782242,-0.8456939,-0.041909087,-1.4277675,-0.13422416,-0.0111730695,1.2642688,1.1006341,-0.00826349,-2.973852,-2.4354296,0.63254845,-3.5281467,-0.024594374,-0.9918731,-0.053878855,-2.4109902,1.836914,1.091553,-0.017712938,-0.16939555,-0.76355815,-0.39279282,-0.0432003,0.6592238,-0.0671445,0.6979099,-0.40804687,0.82434744,0.03646894,0.7308134,-0.05437739,0.33359656,-0.024649614,-0.031534936,-2.3616302,-0.08496705,0.004967211,0.015821045,-0.4567617,0.02730623,-1.1764069,-0.07657288,-0.13789034,-0.020984057,-0.39752752,0.003247879,-0.052222095,-0.032745346,-0.0113760205,0.09579512,0.010259514,0.099887766,-0.09330472,0.030942705,-0.9790857,-0.079691894,-0.042196985
*OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)c1ccc(CC(=O)NNC(=O)c2ccccc2C(*)=O)cc1,-0.24334649741649628,2.784149408340454,1.1632601022720337,-12.0,-0.063532166,-0.72523063,-0.08476576,0.48170713,-0.08137436,-0.4156236,-0.014641758,-0.03879371,0.010533382,-0.22610158,-2.5248659,-0.013536227,0.45629987,-0.0060813976,-0.22271438,-0.07889627,0.042740732,-0.40198144,1.212987,-0.038496487,-0.008507075,-0.049859803,0.01075874,-0.099983424,-0.0070215454,-0.024977189,-1.7828326,0.016494025,2.0590758,-0.05845076,-0.09383943,-0.0013056595,-1.5512637,-0.04750086,0.006330286,0.51992214,0.14075226,-0.05148309,-1.55885,0.02515728,-0.014924814,0.8284332,-0.011862334,-0.09642128,-0.049138878,0.026515678,-0.06502211,-0.23774303,-0.039116558,-0.580495,-1.1385713,-0.024165295,-0.096328676,0.98762447,-0.019114349,-2.9588375,-1.8646411,0.82616466,-2.082016,-0.02286525,-0.43507826,-0.04109787,-2.6407871,0.5069451,-0.1656892,-0.053877447,-0.33085057,0.045654744,0.0041045714,-0.032907687,0.8181233,-0.054187816,0.9241512,-0.38773653,0.36062396,-0.0070618475,0.13496488,-0.085466094,1.7432646,0.0029052286,-0.011355981,-1.1560667,-0.0742183,-0.014226155,0.056960028,-1.2055115,0.025170783,0.64435047,0.26332024,-0.15478544,-0.010642942,-0.28273353,-0.042121083,-0.057641078,-0.047385234,-0.049967024,0.057869364,0.05891293,0.101776294,-0.038908154,0.03938396,-1.6848255,-0.02913824,-0.038090162
