polymer,monomer_phi,homo_lumo_gap,chi_water,num_fluorine,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31,z_32,z_33,z_34,z_35,z_36,z_37,z_38,z_39,z_40,z_41,z_42,z_43,z_44,z_45,z_46,z_47,z_48,z_49,z_50,z_51,z_52,z_53,z_54,z_55,z_56,z_57,z_58,z_59,z_60,z_61,z_62,z_63,z_64,z_65,z_66,z_67,z_68,z_69,z_70,z_71,z_72,z_73,z_74,z_75,z_76,z_77,z_78,z_79,z_80,z_81,z_82,z_83,z_84,z_85,z_86,z_87,z_88,z_89,z_90,z_91,z_92,z_93,z_94,z_95,z_96,z_97,z_98,z_99,z_100,z_101,z_102,z_103,z_104
*OC(F)C(F)(F)OC(=O)CC1CCCC1(C)C(*)=O,-0.2554495930671692,3.908325433731079,1.3565137386322021,-3.0,-0.036515463,0.5405065,-0.028713621,0.14360556,-0.06774014,0.045052126,-0.0028618332,-0.008637944,0.026614308,-0.12820432,0.96104056,-0.056267563,-0.7990375,0.028385589,-0.18406637,-0.081152774,0.06699691,-1.1576993,-0.6859174,0.025125664,0.039902236,0.004118141,-0.037810594,-0.1121501,-0.02329255,-0.028849637,0.38886744,-0.53629327,2.9969423,0.015113134,-0.08047306,0.02156913,0.34195802,-0.020787494,0.029097648,1.4052277,-0.13910185,-0.06593438,0.7899799,-0.9538803,-0.018014986,0.7586549,0.009945574,-0.0656842,-0.08400559,-0.42352387,-0.022147242,-0.8569386,-0.023361113,-1.2516594,1.6349365,0.023458056,-0.59550506,0.25321707,0.0003021228,-0.5446289,-0.71108365,-0.092403784,1.4831522,-0.01522364,0.22190799,-0.006555011,-0.41169688,0.14856456,-1.1808916,0.027244085,-1.3197168,2.0802345,0.09470791,0.011319249,0.42750892,-0.0251234,2.1127443,-1.2762955,0.6465773,-0.020857928,1.0602366,-0.073299386,-1.1210955,-0.01553764,0.027315952,-1.7192451,-0.0766256,0.004435739,0.049095757,0.61943275,0.022336828,-1.1004988,2.7560716,-0.11052134,-0.020499494,0.009156999,0.03982267,-0.054320112,-0.036730792,-0.016969671,0.0879161,0.082432106,0.094113134,-0.044642325,0.0053888606,-0.14003645,-0.056308586,-0.023631103
*OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)NC1=CC=CC(c2ccc(NC(*)=O)cc2)C=C1,-0.245221346616745,3.226933479309082,1.1274397373199463,-8.0,-0.035286877,2.3780072,0.01376897,0.19220197,0.007855773,3.0060737,-0.020090519,-0.048340615,0.07917325,0.15577331,-2.2120593,-0.012388707,0.8262764,-0.024663767,0.23367308,-0.029943109,0.06621508,-0.17401668,0.1804439,0.025076251,-0.0017720005,-0.015631046,0.023656217,-0.02012676,0.030863483,-0.0077702,1.4236253,1.6878188,1.179512,0.0018519054,-0.042563412,0.012209615,0.5409279,-0.011365533,0.05510088,-0.9280424,-0.07646473,-0.06368829,0.49365893,1.3014534,0.036906544,2.65272,0.029860076,-0.016006077,-0.078377075,-0.28490666,0.016187696,-0.1016806,0.039185222,0.46074337,1.1822416,0.010874465,-0.8841967,-0.011325693,-0.04204562,-4.1223207,-2.9835033,1.9578607,-1.494499,-0.04189724,-0.40965456,-0.003237527,-1.0822917,3.0703747,2.436902,-0.023185657,0.5319492,2.1563964,1.0847925,0.054124273,0.65715396,-0.058515847,0.10674036,0.97673047,-0.22801001,0.06012802,0.35016146,-0.06378712,-2.0110474,0.043802686,-0.012991467,-1.519048,-0.06124639,-0.03866099,0.07855449,0.72450376,0.04268566,0.8945071,3.9997537,-0.0691188,0.05478529,0.35990196,-0.043451384,-0.0682902,-0.033855233,-0.021482345,0.10050488,0.012790091,0.09855114,-0.004938538,0.009017522,2.1861062,-0.049506158,0.024138762
*OCC=CC(=CC=CC(F)(F)F)OC(=O)NC=CC=C(F)C(c1ccc(C(F)(F)c2ccc(C(*)=O)cc2)cc1)C(F)(F)F,-0.2821691632270813,2.453281879425049,1.2590878009796143,-9.0,-0.009168075,4.0117116,-0.0037517238,1.0708522,-0.07076636,1.769657,0.060482457,-0.01714155,0.09709972,-0.26999825,-0.8016748,-0.023704305,-1.2945501,-0.03858821,0.040410053,-0.08936425,0.12836465,1.0410088,-0.12871122,-0.0378132,-0.009177692,0.06276476,0.0057919463,-0.058746517,0.050322354,-0.07314138,0.4550107,0.09543379,1.8183848,-0.068481214,-0.08093552,-0.02195133,0.6749516,0.003656127,-0.003675501,-1.0300578,0.20435369,-0.017200457,-2.1188407,0.9227149,0.03505027,2.6801524,-0.018527178,-0.051643055,-0.14587666,-0.033655,-0.00010618622,-2.2953076,0.00492944,-1.1302118,1.4772695,0.024824103,-1.4533088,-0.5472312,-0.03371684,-1.7033508,-1.446495,3.0035994,-0.65427995,0.00854751,-0.50519353,0.049511705,-1.8920345,3.3980088,2.200419,-0.010062908,-1.2966017,-1.1226425,0.7310542,0.052574415,0.33034927,0.011119473,1.0252602,-1.3161377,1.1626613,0.012648858,0.4595257,-0.003468842,-1.4175224,0.021269476,-0.05391932,-1.9517367,-0.029858252,-0.03344602,0.06280657,-0.842429,0.0015862253,2.4442801,3.6082692,-0.12792513,-0.021291947,0.30218086,-0.06383551,-0.06804376,0.024320658,0.015594891,0.09935813,0.07358849,0.12297851,-0.0048971497,-0.034182716,-0.7583823,-0.04235643,-0.010096438
*OCC=CC=C1C=CCOC(=O)NC=CC(=COC=CC=C(O)C(F)(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)(F)C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(*)=O)C(C=C)=C1,-0.3104725778102875,2.329806089401245,1.2217328548431396,-24.0,0.023107445,3.5376651,0.0033190807,-0.9683701,-0.072710745,-0.41324586,0.0627515,0.044723347,0.078549415,0.058163036,-2.7085896,-0.021461872,-0.6473044,-0.01611994,0.08886057,-0.021694569,0.083711356,-1.0222399,2.3236525,0.033087257,0.066875346,0.06278878,-0.03924958,-0.10358877,0.04813,-0.008649543,-0.36279747,0.6770772,1.0193034,0.013575274,-0.01570013,-0.04091867,-0.23053187,0.00844991,0.074133866,-0.59543526,0.09654319,0.01481805,-2.095877,-1.1157658,0.04501067,2.2679474,0.02348005,-0.117161475,-0.18186793,1.1773111,-0.014667727,-2.2630734,-0.034312125,-0.028154356,0.9377475,-0.045859825,-2.3789773,0.103819184,-0.019253317,-2.1432848,-1.7289884,2.0733037,-0.89321417,0.02909727,1.6644083,0.0056643574,-1.2061176,3.3056567,0.3318337,-0.04197723,-1.2378926,-0.40771213,1.1119163,-0.0033985768,-0.6705857,0.017868465,0.25948536,0.020956215,1.6448466,-0.017122777,-1.7039657,-0.049603917,-0.93273735,0.050225593,-0.067300215,-1.1145215,-0.08983547,0.036719806,0.024547147,1.8915975,0.027223395,0.5458783,3.535718,-0.078784704,0.041776955,-0.14368325,-0.043869425,-0.0644106,0.026267594,0.05745974,0.079467885,-0.017344462,0.072037406,-0.045098428,0.030828774,-0.9496417,0.032634135,0.0029114643
*OC1CC2(C)C(OC(=O)NC3=CC=C(C(=C)C(C(*)=O)(c4ccccc4)c4cc5ccc4-5)C3)CC2C1(C)C,-0.17006298899650574,2.785705089569092,1.3448727130889893,-0.0,-0.012693135,2.9633198,-0.004758976,-0.4919195,-0.04027763,0.29802194,0.009781357,-0.025587983,0.041969065,0.09626993,0.96104056,-0.06891722,-1.6461987,0.01082282,0.013253803,-0.07366198,0.08702756,-1.1576993,-0.6039023,0.035891578,0.055415597,0.028182343,-0.018021503,-0.1014103,-0.028246135,-0.015135515,0.74611634,-0.53629327,2.1259909,0.015113134,-0.07044149,0.01340728,0.986958,-0.007972353,0.03151003,1.0234047,-0.14755817,-0.057261374,0.7899799,-0.48313203,-0.0009775627,1.3898689,0.042047743,-0.06466662,-0.10200319,-0.27777487,-0.016823659,-0.6812095,-0.0048313085,-1.051385,1.6349365,0.032326464,-0.93189,0.91537297,0.011849056,-0.5446289,-0.71108365,2.1410713,1.4831522,0.0075056027,0.67668134,0.02987364,-0.41169688,0.14856456,-1.1808916,0.04676586,-1.3113065,2.2046673,0.1603616,0.0017647945,1.3346441,-0.0053094826,2.1012297,-0.8295378,0.56932724,-0.0130411675,1.0602366,-0.054449514,-2.4641948,-0.017516958,0.027315952,-2.4070122,-0.071364745,0.028755758,0.052027278,0.52913916,0.026087597,-0.14439446,2.7560716,-0.13210914,-0.009141732,0.03938133,0.03982267,-0.04652944,-0.025870463,0.0039416878,0.07233355,0.09445104,0.11484158,-0.04004697,0.011130628,-0.37792972,-0.035210233,-0.015525051
*OC1(C(OC(=O)C23CCCC(C(*)=O)(C2)C3)C(F)(F)F)CC1(F)F,-0.14637532830238342,3.9650135040283203,1.3270567655563354,-5.0,-0.028706476,0.46263036,-0.019088501,0.1769699,-0.05598601,-0.08491238,0.0018684772,0.00771333,0.030585835,-0.12049372,0.96104056,-0.03542159,0.08191315,0.03914149,-0.20107698,-0.071763925,0.08104557,-1.1576993,-0.61968064,0.031950887,0.049668588,0.006519123,-0.027532125,-0.10061604,-0.0081883,-0.017004894,-0.1487096,-0.53629327,3.2128367,0.015113134,-0.06815066,0.028145071,-0.20817913,-0.019413404,0.03779932,1.3977677,-0.0737707,-0.055859905,0.7899799,-0.22307955,-0.011762385,1.0373727,0.014583985,-0.05235564,-0.0725631,-0.410498,-0.0021392384,-0.8805096,-0.014451656,-0.113682166,1.6349365,0.03228399,-0.6311866,0.28452924,0.0018648013,-0.5446289,-0.71108365,-0.6488652,1.4831522,-0.013320411,0.13125432,0.0016840745,-0.41169688,0.14856456,-1.0635642,0.035314646,-1.2928568,1.5907578,0.09470791,0.02172633,0.023339417,-0.018428711,1.8818653,-1.3998904,1.307048,-0.013118538,1.0602366,-0.060845375,-0.8151512,-0.0011174345,0.027315952,-1.4568849,-0.07926761,0.014917033,0.05459975,0.8344438,0.037317485,-1.1004988,2.7560716,-0.0883987,-0.0035387678,-0.067812406,0.03982267,-0.043839917,-0.027172765,-0.013763814,0.11316813,0.08646168,0.10418882,-0.034340303,0.01528169,0.15326247,-0.051367685,-0.019248012
*OCC(C)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)NCC=CC=C(C=C)CC=C1C=CC(CNC(*)=O)=C1,-0.3078012764453888,2.3893139362335205,1.1805626153945923,-7.0,0.035257842,2.2266004,-0.013769171,0.6749095,-0.04788507,1.5407555,0.017582033,-0.069652505,0.043326743,-0.26127905,0.8638767,0.001316419,1.826884,0.034243803,0.17918782,-0.046727754,0.08463426,0.87908995,0.082928464,0.011848044,0.071514234,-0.030010782,0.034401584,-0.102466606,0.044092122,0.027123606,-1.4594988,1.7614009,2.400895,-0.030328618,-0.08175579,-0.0415311,1.2147219,-0.017364668,0.06278863,1.7693291,-0.11039151,-0.058096584,-1.2144222,-0.64300036,0.046578314,-0.548503,0.01902078,-0.012141723,-0.117339134,2.4759912,-0.007714364,-2.1918762,0.01821382,1.2268038,-1.0403115,-0.022611907,-1.9252369,0.8664356,0.0285206,-2.5254662,-3.1594987,1.4553611,-2.0556586,0.0047791824,1.6968027,0.021167343,-0.5116861,1.3465705,-0.18703622,0.022249548,-0.7540416,-1.0353377,1.3086685,-0.0024073566,2.3073955,0.0017419138,0.7464225,0.1267212,2.1448765,-0.0024205428,-0.5779233,-0.0053245965,-0.20387454,0.05198835,-0.008747235,0.45131576,-0.036147453,0.03574061,0.07803361,1.668871,0.05091368,0.1892639,4.9429965,-0.10960274,-0.012396157,0.44224826,-0.0059717293,-0.06406683,-0.04596317,0.029018173,0.074349634,0.092459165,0.100649714,0.011707199,0.05961628,1.0328593,0.024684425,0.0047320323
*OCCOC(=O)NC=CC=C(CC=CC1=C(OC(=O)NC=CC=C(NC(=O)Nc2ccccc2)c2ccc(NC(*)=O)cc2)C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-0.25248071551322937,2.2267684936523438,1.1333527565002441,-20.0,-0.02113875,2.1492302,-0.06802835,0.3154399,-0.088453196,0.62863445,-0.05085392,0.029657325,0.074706055,0.11941608,-2.8595977,-0.06997095,-1.4650512,0.022555485,0.09813643,-0.049215183,0.051572096,-0.52576214,-0.6977829,0.02092943,0.08114576,0.044944983,0.04605679,-0.020371001,0.053617675,0.007510472,0.0153047675,1.6796788,0.8117227,-0.01744914,-0.022387492,0.048556298,-0.25180045,-0.05275852,0.10206544,1.1285117,-0.03439506,-0.042260606,-1.7979311,-0.15904577,-0.034744,2.5553703,-0.018441146,-0.059264977,-0.06999632,1.7921801,0.039705027,-2.9504492,-0.017090142,-0.5368147,-1.9774739,-0.011481958,-1.8426919,-0.34677336,0.029894726,-2.573594,-2.877649,0.38745987,0.17979649,-0.059634775,-0.33891907,0.024160724,-2.3828342,2.4707272,2.0030913,-0.01873448,-1.993367,1.7209659,0.95066255,0.049491268,-0.5813379,0.003157001,1.9733248,1.5477711,0.8894708,0.07797687,0.3732517,-0.09421675,-3.129598,0.038758714,0.018904764,-0.9137455,-0.019962864,-0.0037804134,0.0129004065,2.5406451,-0.021409033,2.411707,5.3566995,-0.1162735,0.06340222,0.50340277,-0.003279908,-0.05700323,-0.025463577,0.006119865,0.08627558,-0.019358803,0.12657659,-0.016536623,-0.010944405,2.4174895,-0.046173353,0.001416722
*OCCCC(=O)NCCC(F)CC(F)CC(F)(F)CCOC(=O)c1ccc(COCOCc2ccc(C(*)=O)o2)o1,-0.33371391892433167,3.0406830310821533,1.1355036497116089,-4.0,0.009363418,0.4799759,-0.052198146,2.2250137,-0.021665918,2.932305,-0.02016208,-0.036226157,0.038154077,-0.037384648,-1.4154724,0.01877003,0.31539226,-0.027529221,-0.017090492,-0.017128631,0.11265198,0.6848619,1.4695301,-0.017620752,0.025801033,0.036171097,-0.03559338,-0.092702724,0.010231844,-0.07338335,-1.0617632,0.917572,0.03464755,-0.016455019,-0.04384305,-0.038765874,0.007538379,0.009833964,-0.0129983565,1.5771652,0.1838423,-0.014035126,-0.6348323,-1.9047569,0.013276523,1.9030826,-0.014498623,-0.07719769,-0.11961758,0.6033024,-0.019729095,-1.5849317,0.015996365,1.7356334,-0.78669506,0.03603153,-2.882549,0.8075581,-0.006503428,-1.8407977,-2.9541688,-0.51723593,0.068553105,-0.051361136,1.7730006,-0.002242805,-2.4035304,2.4483335,0.49404517,0.0671155,-1.1542319,1.6812195,1.0705713,0.053566877,0.08723324,-0.08639958,1.5380654,1.1545073,2.8077645,0.06525669,-0.88021505,0.018009484,-3.0832186,-0.0015753285,-0.03732461,-1.6447822,-0.023803765,0.011102701,0.0028860408,1.908598,0.01919693,2.5973287,2.9483352,-0.15743607,-1.7707118e-05,0.013814135,0.006423829,-0.030974407,0.05159615,0.05492188,0.10636654,0.051979814,0.037144702,-0.06939549,0.050095603,0.9257593,-0.020495057,0.015685178
*OCCCOC(F)(F)C(F)(F)C(F)(F)CCOC(=O)C(CCc1ccccc1)C(*)=O,-0.3244531452655792,3.7548117637634277,1.3646214008331299,-6.0,0.036798235,0.717287,-0.060336936,-0.9077917,0.019448284,0.74797827,0.009026307,0.037331477,0.022358373,0.23691347,-0.33880875,0.01787781,1.300795,0.056676507,0.14303768,-0.021394134,0.08888115,0.55702454,1.1302711,-0.008049892,0.04493186,0.008791306,0.010067501,-0.084171146,0.067582846,-0.0063228053,0.18860756,0.96364474,2.774174,-0.07525653,-0.07339988,-0.038802374,-0.5633518,0.016618393,0.09014489,0.40038374,-0.12867692,-0.025743112,0.030023081,1.5337365,-0.020503378,0.09031512,0.04345734,-0.06422492,-0.16119885,0.66804934,0.007741138,-0.5330981,0.004936398,1.8902258,-0.98726714,0.0031582708,-0.08609482,0.098597676,0.020134099,-2.1130366,-3.5254905,1.784767,-2.3534954,-0.04686128,1.5979371,0.04567532,-2.9163144,3.1723003,2.5708025,0.059394285,-1.057898,0.3544226,0.2623916,-0.037441276,0.47238308,0.024106158,0.46720928,1.7177812,1.6526706,-0.02043638,-1.6095543,-0.0779648,0.15175872,-0.024029722,-0.012241604,0.1219692,-0.10762876,0.003010306,0.04145696,2.4402413,0.043375418,-0.15074979,3.0218015,-0.14644447,0.038727455,0.6799812,0.036240168,-0.012475375,0.057717767,0.026041856,0.052027613,0.047521863,0.016792167,-0.0010189757,0.005560675,0.3398618,-0.0027088448,0.0049327365
