polymer,monomer_phi,homo_lumo_gap,chi_water,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31,z_32,z_33,z_34,z_35,z_36,z_37,z_38,z_39,z_40,z_41,z_42,z_43,z_44,z_45,z_46,z_47,z_48,z_49,z_50,z_51,z_52,z_53,z_54,z_55,z_56,z_57,z_58,z_59,z_60,z_61,z_62,z_63,z_64,z_65,z_66,z_67,z_68,z_69,z_70,z_71,z_72,z_73,z_74,z_75,z_76,z_77,z_78,z_79,z_80,z_81,z_82,z_83,z_84,z_85,z_86,z_87,z_88,z_89,z_90,z_91,z_92,z_93,z_94,z_95,z_96,z_97,z_98,z_99,z_100,z_101,z_102,z_103,z_104
*OCC(C)(CC=Cc1ccccc1Cl)COC(=O)C(CCCCCC)C(*)=O,-0.39790657,3.4591703,1.4992101,-0.0025573315,-2.2114642,0.012301039,2.96447,-0.07050491,-2.3244438,0.07081375,-0.011549595,0.050846994,-0.15752077,2.5370898,-0.024879072,-1.4345424,0.072168745,0.24290535,-0.03499326,0.082011975,-0.20823337,0.3107845,0.026605578,0.13198656,0.08461676,-0.025163487,-0.11980212,-0.020339435,-0.112686396,1.2647038,1.5810119,1.1356641,0.017819565,-0.08551386,0.084832326,-0.31675825,0.019536056,0.15330972,1.170253,-0.12335112,0.060362715,-1.4041669,-1.7165658,-0.018983154,1.274887,0.06394818,-0.061436534,-0.11320388,0.35196066,-0.086045824,3.2027576,-0.033165723,-1.2549638,-1.9733214,-0.023232128,3.3591533,-1.0480894,0.049191974,1.951688,-0.7473341,2.46276,-0.5158102,-0.0034325277,-1.9901391,0.090903714,-0.23977481,0.30936012,2.1819775,0.01762404,1.6339815,0.5310009,0.48476565,0.013153084,1.9655999,-0.09609778,2.434668,-1.6970671,-1.3209791,0.0632146,0.7663418,-0.013265922,1.306085,-0.024825042,0.009046524,0.49770558,0.047617476,0.014551622,0.099361815,-1.1370445,-0.008402094,-4.089484,1.0011032,-0.113335855,0.07482093,0.17663482,-0.03475247,0.03529649,0.047892906,0.022074364,0.022668608,0.10456839,0.028026158,0.0023637149,0.017727766,4.031402,0.01743414,0.055097297
*NCC(Br)SC=CC=CC(=CC=CC(C)(Br)C(C)(C)C)C(Cl)CNC(=O)CC=Cc1cccc2cccc(C(=O)C(*)=O)c12,-0.3270648,1.7705381,1.2544838,-0.060088765,-0.32912588,-0.0074388306,0.6488627,-0.023125354,-1.4139475,0.10811809,-0.03236729,0.119877286,-0.33678478,2.4861457,0.016835395,-1.310373,-0.013623347,0.1517731,0.008326553,0.055290647,-2.8362966,2.1338067,0.10302358,0.12451611,0.017009111,0.046562355,-0.1112116,0.024155842,0.010731902,1.3867992,0.4835053,-1.6156907,0.036125146,-0.07103968,0.07505056,1.3326155,-0.031636946,0.04957128,0.31939065,-0.08507539,0.044438753,-1.5256195,-4.9216204,-0.05842057,-2.5776112,0.04622952,-0.09138787,-0.1719068,-1.513144,-0.032727823,0.5753386,0.007439453,-0.06350969,0.6793067,-0.043041505,1.0969071,0.2886322,-0.05784708,-0.30636054,0.6251404,4.439504,-3.2437801,-0.0013760945,0.73667157,-0.01179436,-0.6580511,-0.07533368,-0.9194791,-0.021739518,-0.4697692,0.18926759,0.022815853,0.09383474,2.7609003,-0.018483622,0.65658355,-1.9266883,-2.2751305,0.027945569,1.4544075,-0.010398791,0.65490764,0.021202736,-0.010270713,3.542369,-0.0023980523,0.019819895,0.12099102,-1.3926246,0.04623807,-0.3504398,-1.1373414,-0.16279379,-0.024998225,-0.89640135,0.034461778,0.019228125,0.12426627,0.08595244,0.046054527,0.06481141,0.030367177,-0.012472088,-0.014243879,4.0390987,-0.051154457,0.07540098
*OCC(COC(=O)CN(CCc1ccccc1)CC(*)=O)CSc1ccccc1,-0.36670458,3.09235,1.3081583,-0.07316724,-4.8921914,-0.006158834,1.0979122,0.017184466,-0.6971715,0.010041781,0.009501,0.08430492,-0.33007795,1.1501454,0.035801288,-0.46039465,0.019529073,0.12763505,0.04344224,0.12616785,0.61470914,0.406927,0.018912034,0.1395512,0.09961173,-0.03166203,-0.07700711,-0.0029007655,-0.10484545,2.1278214,0.6128913,-1.6652071,-0.037660178,0.019086763,0.04303573,-1.5925641,0.04784511,0.15630704,-1.7982289,0.011103314,0.012849476,-1.4130328,-2.5415776,0.02921166,0.8511437,0.10291627,-0.040252604,-0.138725,2.4986532,-0.045019604,1.7032887,0.05690881,-0.4886408,1.1690516,-0.019998226,2.6085894,-2.4047804,-0.012152824,1.3507508,0.74548584,-0.08104492,-1.6293231,0.0014240786,-1.6053385,0.060347978,-0.11604225,0.95368445,1.5890832,-0.0035972856,-0.13548782,-2.1838171,0.1701823,0.0115361605,2.8793828,-0.01318187,0.76179385,2.0296638,-0.25987414,0.093469076,0.11871542,0.011150499,-1.4298538,0.048527647,0.04726815,1.6035669,-0.0029521545,0.024700223,0.084935196,1.7059491,0.027045382,-2.6335423,-0.8353341,-0.08960308,0.020434134,-0.8449701,-0.014485465,0.0478686,0.0136902705,0.10180593,0.13813207,0.06600987,0.091606714,-0.05845677,0.079135,0.8008239,0.0014027811,-0.004773582
*OCCC(C)(CBr)C(C=CC=CC(Cl)C(Cl)(Cl)C(Cl)(Cl)C(O)(Cl)Cl)COC(=O)NCCCCC1(C(*)=O)C=CC=CC=CCC1,-0.36303335,2.970397,1.3143266,-0.07007365,-2.2259686,-0.0040652147,2.1770005,-0.062384218,-0.00093553646,-0.020940917,0.047691233,0.105034895,0.17026237,0.912017,-0.039880484,-0.5046506,0.016345052,0.0030870775,-0.045811117,0.07836388,-2.6964128,2.19654,0.032142416,0.12400129,0.028515037,0.06336388,-0.13884299,-0.05022535,-0.024466213,1.8997027,0.4070845,-0.66093546,0.013340153,-0.0010129616,0.058556337,-0.7061867,0.01319769,0.024262851,1.0254949,0.0742765,-0.023288263,-2.1880443,-4.358057,-0.00914169,1.3504474,0.04793026,0.019702166,-0.007748646,0.7980928,-0.06882412,0.41107255,0.06732571,-1.8719804,-1.0227087,0.05365436,0.44308656,1.0349859,-0.043158844,-1.5228653,1.6832002,2.289608,-0.8880274,-0.04241936,-1.7619104,-0.0074314866,-0.04521686,2.525988,3.503378,0.07044678,-1.3136282,-1.375393,-0.22175233,0.107122906,2.7918365,-0.0018319385,0.93842643,1.1375904,-1.6214623,0.06614716,2.3768768,-0.116243064,1.580649,0.037906647,-0.021506548,0.40461,0.022400388,-0.01268953,0.01686291,-0.9878886,0.09660039,-1.4973243,2.2552745,-0.14666325,0.07908726,-0.37144986,0.0017317099,-0.028033847,0.02556683,0.02086681,0.035484478,0.1386137,0.14403547,-0.0037918026,0.06690846,3.99782,0.06701951,0.01828577
*OCC(COC(=O)C(Cc1ccsc1)C(*)=O)c1ccccn1,-0.28892514,3.4204192,1.2367891,0.0067590815,-2.6743917,-0.0139645655,0.09646501,0.012793908,1.7858313,-0.02679604,0.004827033,0.099402346,-0.113273114,-0.2495578,0.010856428,-0.87697893,0.047309436,0.2574151,-0.045122877,0.10195451,-2.5404644,-0.6948411,0.055399217,0.114638515,0.07499547,-0.050590776,-0.12470466,-0.030169854,0.0048674424,0.135421,-1.0352033,-0.18315904,0.036200497,-0.001783957,0.093912505,0.09079065,-0.032150406,0.02175911,0.45635712,-0.0001659303,-0.051384535,1.3643203,-4.4302397,0.0022249427,-0.84592646,0.032404903,0.03798348,-0.056358628,-0.44117376,-0.06533198,2.1930027,-0.022111781,0.5884556,-1.5287119,-0.002181404,3.2902446,-0.03357564,-0.061506905,1.3088837,-0.15318717,2.2434325,-3.5075345,-0.030777747,0.18739964,0.035419658,0.85092884,0.48142284,2.4283774,0.025750833,-1.1248075,0.19156116,-0.43017384,0.03122073,2.1442888,-0.028055249,0.26769635,-0.65364236,0.5388643,-0.012454627,0.5025742,-0.039492723,0.47840345,0.016699031,0.037583537,1.7681526,-0.045028582,0.046442665,0.12756023,2.6496017,0.047515552,-0.5850841,-1.5398461,-0.10508687,0.057517886,-0.15022953,-0.054572094,-0.033341933,0.09284732,0.02418866,0.11542254,0.114218794,0.01748297,-0.019514732,0.044025473,2.3465407,-0.002101088,-0.021792457
*OCC(C)(COC(=O)C(CC(*)=O)c1ccccc1)c1ccccc1,-0.26649886,3.7998018,1.3280497,0.029408496,-4.133288,-0.040917885,-1.288613,-0.07066763,0.62118936,0.034596723,0.07348345,0.04221089,0.0921835,1.8152968,0.06190815,-0.8955893,0.05887584,0.27946842,0.010766407,0.09762061,-2.4995236,-0.6593333,0.022431133,0.050329667,0.059868466,-0.02802394,-0.027533563,0.054400153,-0.03159059,-1.1769655,1.931427,-1.8675596,-0.036420897,-0.03347534,0.041732334,-0.047636908,0.0056062327,0.068913616,0.11667144,-0.17553245,0.005012513,0.5623268,-2.6808615,-0.0730101,-1.6049842,0.08577025,0.043114595,-0.042180058,0.04997726,-0.050362077,1.2194141,-0.010134167,-1.7935168,-1.0547466,0.05334857,1.1302286,-1.9767672,0.04086617,1.0587686,0.7208192,1.7921667,-3.3195784,-0.056557894,-0.8048669,0.029573645,-0.54726523,2.5351167,1.5016242,0.04652302,1.5928855,0.6357351,-0.24448578,0.05337696,3.9441965,0.026360134,0.6629146,1.6468723,0.090708226,-0.019342229,0.6382117,-0.039444733,-0.4099874,0.06719527,-0.019949082,-0.23097853,0.030106863,0.03956894,0.09038998,0.6901093,0.012449173,-0.46127534,1.0913217,-0.13310403,0.034972124,-0.45017266,-0.041498844,0.046755116,0.03707457,-0.01499294,0.06589402,0.07523708,0.08691228,0.052593287,0.07105954,3.6187353,-0.008103868,0.05166121
*OCC(COC(=O)C(CC1CC1)(C(*)=O)C1CC1)C1CC1CBr,-0.22861445,3.732815,1.4054474,-0.0013365115,-0.56648844,-0.026688775,2.085404,0.03758076,-2.4681578,0.105117574,0.01536897,0.13095286,-0.11929359,1.6216304,0.051357098,-1.3108822,0.05156066,0.17907082,-0.0027211062,0.033410877,-1.2254887,0.01666302,0.06587734,0.08703474,0.0377148,0.05548278,-0.12224462,0.02886123,-0.051575117,0.007837544,1.7600871,1.8354068,0.00510366,-0.046938676,-0.0012543898,0.12326527,-0.032464683,0.09710817,0.562931,-0.011904602,-0.037622605,0.06495003,-4.964516,-0.014526283,-0.48213708,-0.016344758,-0.069336146,-0.04747911,1.5190793,-0.024462344,2.41096,0.02842863,-1.3975716,1.444386,0.016944056,4.8600407,-0.18479581,0.05650365,-1.9083469,0.04984504,1.3121802,0.1212835,0.00849014,-2.403985,0.075919606,0.8992547,1.263761,-0.72463405,0.06789838,-1.0199597,-0.9080549,0.53307164,0.060564287,3.356568,-0.0704749,2.3725038,2.3391051,-1.7688564,0.030274827,1.8266348,-0.018202148,0.98886675,-7.738712e-05,0.019401321,1.9398097,0.057067703,0.009154354,0.13736904,0.4607298,0.0053802165,-0.44731766,1.5373946,-0.14776185,0.010447724,-0.7789898,0.04651924,0.0037019162,-0.004237902,0.05881076,0.072290905,0.059982825,0.12761007,-0.013562662,0.08189142,1.1264832,0.0676088,-0.036611523
*OCCN(CCOC(=O)CCCc1ccccc1CCC(*)=O)c1ccc(Cl)cc1Cl,-0.35831288,3.1322956,1.3251323,0.02147845,-3.1296515,0.006252094,-0.66890156,0.027411234,0.3148924,0.004124925,-0.0031796168,0.14651814,-0.23214749,3.1625412,-0.043961152,-3.5920265,0.068112954,-0.037529167,0.010088145,0.11754269,-0.9011774,2.777617,0.016200487,0.043829516,0.07041919,0.008080361,-0.15171206,0.061802126,-0.019882036,-1.180286,-0.5593618,0.07247789,-0.005162927,-0.027658924,0.09735178,0.83221906,0.034719642,0.08738502,0.22841471,-0.16204533,-0.03473488,0.44542184,-1.340519,-0.08566298,0.67868763,0.003944172,-0.017200245,0.033741646,-1.7611634,0.019742763,1.6165847,-0.024521211,-1.9006771,-0.36657652,0.01147876,0.44853652,0.52563083,0.04848576,-0.07134262,1.2914301,2.1697989,-0.81122214,0.05516633,0.305622,-0.018456662,-2.6751025,-0.5290111,2.2480962,0.085371174,-1.4615421,-1.9882026,1.236882,0.046201225,2.277409,0.042090774,2.3941987,-1.6967719,-2.5182996,0.06091678,-0.35420993,0.0076179495,1.6467067,0.00035461408,0.0061066123,-0.3026003,0.04619916,0.08237039,0.04995288,1.2648149,0.08497369,-2.3322842,2.4460962,-0.14103349,0.04135012,-0.12669235,0.011802995,-0.023308571,0.012734419,0.026829306,0.099212036,0.09851939,0.13158695,0.009369168,0.07926851,3.6345625,-0.01623962,0.037502497
*OCC(F)(F)C1=CC=CC(C(F)(F)COC(=O)CC=Cc2ccccc2C(*)=O)C=C1,-0.27237767,2.5958614,1.3187538,-0.04594942,-4.716817,0.012583586,2.0314016,0.037367538,-2.8148417,0.08088712,0.070500374,0.06332817,-0.16384748,-0.39531112,0.028843144,-1.3411015,0.018014891,0.2742575,-0.060692064,0.0850943,-1.8281046,1.1019222,0.08440978,0.14196782,0.07853657,0.051848035,-0.030369977,0.05196568,-0.027112216,0.5050498,-1.0245463,-1.6903145,0.06467396,0.045264848,0.09634917,0.65588266,0.0074229464,0.06373112,-1.4489161,-0.14532746,0.008315107,0.8520674,-4.5140333,-0.06127186,-1.7025746,0.0018406912,-0.020490495,0.042590424,0.43943954,-0.067598395,0.44130588,-0.009476735,0.09079241,-1.2420275,0.07597145,0.455352,1.0146309,0.05566034,-1.9129487,-0.8524013,1.9380602,-1.5775481,-0.058928777,-1.2711108,-0.017372956,0.1279697,2.5137382,2.4530797,-0.003035355,-0.45466906,0.998325,1.0621786,0.09622187,3.0533342,-0.028957145,2.29259,1.9497154,1.4414713,0.08560283,-0.5701933,-0.09505856,-1.88405,-0.0075893495,-0.033912025,2.8049424,0.029790938,0.037164122,0.063197,0.6278595,0.0044147433,-1.939248,2.209146,-0.117475435,0.05997994,-0.698515,-0.0121167675,-0.04566349,0.10146402,0.006689542,0.024467394,0.061669864,0.10901197,-0.01906446,-0.004019858,1.8009976,0.056321453,-0.017125165
*OCC(C=C1C=CC=C1C(C)(C)C)COC(=O)C1(C(*)=O)CC2CC(C2)C1,-0.240387,2.986878,1.5299506,0.013361535,-0.1934901,-0.04838231,-0.43393815,-0.022700064,1.1058043,0.010644726,0.058184125,0.12043906,0.029131083,1.6297984,-0.0024873575,-3.5945704,0.090206444,-0.01801753,0.042177625,0.10017541,-3.2030175,-0.17509362,0.08896531,0.015221561,0.05762633,0.03684352,-0.004596971,-0.024078447,-0.014936208,1.6015946,1.4056069,1.9019507,-0.0006903807,-0.031802896,0.024569005,0.13043924,0.050841637,0.08624275,-0.034418795,0.015321732,-0.013523568,1.1968843,-1.5922898,0.039055567,0.46527907,0.060000505,-0.019304404,-0.067486815,-0.1241511,-0.03233359,0.21007638,0.0038714355,-1.4089164,1.5448033,0.010878593,0.6875892,-0.981104,0.0013739764,-0.36440682,-1.7301286,1.7876836,0.22558197,-0.0109101515,-0.7517929,0.07993109,1.355363,-0.571319,-0.9978016,0.05889657,-0.6578018,1.1095273,0.4347218,0.026695855,2.4265466,-0.019315764,1.2363012,1.8172379,0.8127097,0.05079167,2.4091668,-0.022761216,-0.03586428,0.0011804878,0.051123273,0.039495595,0.021229912,-0.008409802,0.0706743,0.4588018,0.019532781,-1.3173485,-1.5644777,-0.07232232,0.060607683,0.0036753104,0.07249463,0.042538375,0.027914979,0.06138587,0.111739285,0.027470449,0.081983306,9.3294766e-05,0.06871276,0.7001174,-0.027294058,0.017368235
